id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-000940,SIN-00266,Informe perito,True,True,2026-05-03,False,Sin observaciones
DOC-000941,SIN-00266,Foto evidencia,True,True,2026-05-05,False,Sin observaciones
DOC-000942,SIN-00267,Denuncia policial,False,False,2025-10-21,True,Fecha previa al evento detectada
DOC-000943,SIN-00267,Informe perito,False,False,2025-10-22,True,Fecha previa al evento detectada
DOC-000944,SIN-00267,Foto evidencia,False,True,2025-10-20,False,Sin observaciones
DOC-000945,SIN-00268,Denuncia policial,True,True,2026-09-04,False,Sin observaciones
DOC-000946,SIN-00268,Factura taller,True,True,2026-09-03,False,Sin observaciones
DOC-000947,SIN-00268,Foto evidencia,True,True,2026-09-01,False,Sin observaciones
DOC-000948,SIN-00269,Factura taller,True,True,2026-10-02,False,Sin observaciones
DOC-000949,SIN-00269,Denuncia policial,True,True,2026-10-03,False,Sin observaciones
DOC-000950,SIN-00269,Foto evidencia,True,True,2026-09-29,False,Sin observaciones
DOC-000951,SIN-00270,Factura taller,True,True,2025-11-12,False,Sin observaciones
DOC-000952,SIN-00270,Foto evidencia,True,True,2025-11-12,False,Sin observaciones
DOC-000953,SIN-00271,Informe perito,True,True,2025-10-09,False,Sin observaciones
DOC-000954,SIN-00271,Denuncia policial,True,True,2025-10-10,False,Sin observaciones
DOC-000955,SIN-00271,Cedula asegurado,True,True,2025-10-08,False,Sin observaciones
DOC-000956,SIN-00271,Factura taller,True,True,2025-10-07,False,Sin observaciones
DOC-000957,SIN-00271,Foto evidencia,True,True,2025-10-05,False,Sin observaciones
DOC-000958,SIN-00272,Denuncia policial,True,True,2026-02-21,False,Sin observaciones
DOC-000959,SIN-00272,Informe perito,True,True,2026-02-23,False,Sin observaciones
DOC-000960,SIN-00272,Factura taller,True,True,2026-02-25,False,Sin observaciones
DOC-000961,SIN-00272,Cedula asegurado,True,True,2026-02-20,False,Sin observaciones
DOC-000962,SIN-00273,Denuncia policial,True,True,2024-07-08,False,Sin observaciones
DOC-000963,SIN-00273,Informe perito,True,True,2024-07-04,False,Sin observaciones
DOC-000964,SIN-00274,Factura taller,True,True,2027-03-08,False,Sin observaciones
DOC-000965,SIN-00274,Denuncia policial,True,True,2027-03-12,False,Sin observaciones
DOC-000966,SIN-00274,Cedula asegurado,True,True,2027-03-09,False,Sin observaciones
DOC-000967,SIN-00274,Informe perito,True,True,2027-03-08,False,Sin observaciones
DOC-000968,SIN-00275,Factura taller,True,True,2026-09-16,False,Sin observaciones
DOC-000969,SIN-00275,Foto evidencia,True,True,2026-09-14,False,Sin observaciones
DOC-000970,SIN-00276,Denuncia policial,False,True,2025-07-25,False,Sin observaciones
DOC-000971,SIN-00276,Cedula asegurado,False,True,2025-07-24,False,Sin observaciones
DOC-000972,SIN-00276,Foto evidencia,False,True,2025-07-22,False,Sin observaciones
DOC-000973,SIN-00276,Informe perito,False,True,2025-07-21,False,Sin observaciones
DOC-000974,SIN-00276,Factura taller,False,True,2025-07-26,False,Sin observaciones
DOC-000975,SIN-00277,Informe perito,True,True,2025-09-10,False,Sin observaciones
DOC-000976,SIN-00277,Factura taller,True,True,2025-09-12,False,Sin observaciones
DOC-000977,SIN-00277,Foto evidencia,True,True,2025-09-12,False,Sin observaciones
DOC-000978,SIN-00277,Denuncia policial,True,True,2025-09-11,False,Sin observaciones
DOC-000979,SIN-00277,Cedula asegurado,True,True,2025-09-12,False,Sin observaciones
DOC-000980,SIN-00278,Factura taller,False,True,2025-07-18,False,Sin observaciones
DOC-000981,SIN-00278,Cedula asegurado,False,True,2025-07-18,False,Sin observaciones
DOC-000982,SIN-00278,Informe perito,False,True,2025-07-21,False,Sin observaciones
DOC-000983,SIN-00278,Foto evidencia,False,True,2025-07-22,False,Sin observaciones
DOC-000984,SIN-00278,Denuncia policial,False,True,2025-07-21,False,Sin observaciones
DOC-000985,SIN-00279,Informe perito,False,False,2025-05-14,True,Fecha previa al evento detectada
DOC-000986,SIN-00279,Foto evidencia,False,True,2025-05-14,False,Sin observaciones
DOC-000987,SIN-00279,Cedula asegurado,False,False,2025-05-11,True,Fecha previa al evento detectada
DOC-000988,SIN-00279,Denuncia policial,False,False,2025-05-09,True,Fecha previa al evento detectada
DOC-000989,SIN-00280,Foto evidencia,True,True,2026-09-09,False,Sin observaciones
DOC-000990,SIN-00280,Cedula asegurado,True,True,2026-09-11,False,Sin observaciones
DOC-000991,SIN-00280,Denuncia policial,True,True,2026-09-10,False,Sin observaciones
DOC-000992,SIN-00280,Factura taller,True,True,2026-09-08,False,Sin observaciones
DOC-000993,SIN-00280,Informe perito,True,True,2026-09-10,False,Sin observaciones
DOC-000994,SIN-00281,Cedula asegurado,True,True,2025-04-25,False,Sin observaciones
DOC-000995,SIN-00281,Factura taller,True,True,2025-04-28,False,Sin observaciones
DOC-000996,SIN-00281,Denuncia policial,True,True,2025-04-30,False,Sin observaciones
DOC-000997,SIN-00282,Denuncia policial,True,True,2025-04-13,False,Sin observaciones
DOC-000998,SIN-00282,Factura taller,True,True,2025-04-16,False,Sin observaciones
DOC-000999,SIN-00282,Cedula asegurado,True,True,2025-04-11,False,Sin observaciones
DOC-001000,SIN-00282,Informe perito,True,True,2025-04-15,False,Sin observaciones
DOC-001001,SIN-00283,Factura taller,False,True,2025-11-15,False,Sin observaciones
DOC-001002,SIN-00283,Denuncia policial,False,False,2025-11-14,True,Fecha previa al evento detectada
DOC-001003,SIN-00283,Cedula asegurado,False,True,2025-11-11,False,Sin observaciones
DOC-001004,SIN-00283,Foto evidencia,False,True,2025-11-13,False,Sin observaciones
DOC-001005,SIN-00283,Informe perito,False,False,2025-11-12,True,Fecha previa al evento detectada
DOC-001006,SIN-00284,Cedula asegurado,True,True,2026-11-13,False,Sin observaciones
DOC-001007,SIN-00284,Foto evidencia,True,True,2026-11-08,False,Sin observaciones
DOC-001008,SIN-00285,Foto evidencia,True,True,2025-01-23,False,Sin observaciones
DOC-001009,SIN-00285,Cedula asegurado,True,True,2025-01-25,False,Sin observaciones
DOC-001010,SIN-00285,Denuncia policial,True,True,2025-01-25,False,Sin observaciones
DOC-001011,SIN-00285,Factura taller,True,True,2025-01-23,False,Sin observaciones
DOC-001012,SIN-00286,Foto evidencia,True,True,2026-05-25,False,Sin observaciones
DOC-001013,SIN-00286,Denuncia policial,True,True,2026-05-23,False,Sin observaciones
DOC-001014,SIN-00286,Factura taller,True,True,2026-05-22,False,Sin observaciones
DOC-001015,SIN-00286,Informe perito,True,True,2026-05-23,False,Sin observaciones
DOC-001016,SIN-00286,Cedula asegurado,True,True,2026-05-20,False,Sin observaciones
DOC-001017,SIN-00287,Factura taller,True,True,2025-11-01,False,Sin observaciones
DOC-001018,SIN-00287,Denuncia policial,True,True,2025-10-29,False,Sin observaciones
DOC-001019,SIN-00288,Cedula asegurado,True,True,2026-10-12,False,Sin observaciones
DOC-001020,SIN-00288,Informe perito,True,True,2026-10-11,False,Sin observaciones
DOC-001021,SIN-00289,Informe perito,True,True,2026-03-08,False,Sin observaciones
DOC-001022,SIN-00289,Denuncia policial,True,True,2026-03-07,False,Sin observaciones
DOC-001023,SIN-00290,Denuncia policial,False,True,2025-08-29,False,Sin observaciones
DOC-001024,SIN-00290,Cedula asegurado,False,True,2025-08-26,False,Sin observaciones
DOC-001025,SIN-00290,Factura taller,False,True,2025-08-25,False,Sin observaciones
DOC-001026,SIN-00290,Informe perito,False,True,2025-08-25,False,Sin observaciones
DOC-001027,SIN-00290,Foto evidencia,False,True,2025-08-30,False,Sin observaciones
DOC-001028,SIN-00291,Informe perito,True,True,2025-07-21,False,Sin observaciones
DOC-001029,SIN-00291,Factura taller,True,True,2025-07-19,False,Sin observaciones
DOC-001030,SIN-00291,Cedula asegurado,True,True,2025-07-20,False,Sin observaciones
DOC-001031,SIN-00291,Denuncia policial,True,True,2025-07-22,False,Sin observaciones
DOC-001032,SIN-00292,Factura taller,True,True,2026-06-07,False,Sin observaciones
DOC-001033,SIN-00292,Denuncia policial,True,True,2026-06-06,False,Sin observaciones
DOC-001034,SIN-00292,Cedula asegurado,True,True,2026-06-05,False,Sin observaciones
DOC-001035,SIN-00292,Foto evidencia,True,True,2026-06-04,False,Sin observaciones
DOC-001036,SIN-00292,Informe perito,True,True,2026-06-07,False,Sin observaciones
DOC-001037,SIN-00293,Informe perito,False,True,2024-11-01,False,Sin observaciones
DOC-001038,SIN-00293,Cedula asegurado,False,True,2024-11-01,False,Sin observaciones
DOC-001039,SIN-00294,Cedula asegurado,True,True,2025-11-27,False,Sin observaciones
DOC-001040,SIN-00294,Informe perito,True,True,2025-11-27,False,Sin observaciones
DOC-001041,SIN-00294,Denuncia policial,True,True,2025-11-27,False,Sin observaciones
DOC-001042,SIN-00294,Foto evidencia,True,True,2025-11-26,False,Sin observaciones
DOC-001043,SIN-00294,Factura taller,True,True,2025-11-24,False,Sin observaciones
DOC-001044,SIN-00295,Foto evidencia,False,True,2024-10-27,False,Sin observaciones
DOC-001045,SIN-00295,Factura taller,False,True,2024-10-31,False,Sin observaciones
DOC-001046,SIN-00295,Cedula asegurado,False,True,2024-10-31,False,Sin observaciones
DOC-001047,SIN-00296,Informe perito,True,True,2025-09-10,False,Sin observaciones
DOC-001048,SIN-00296,Denuncia policial,True,True,2025-09-10,False,Sin observaciones
DOC-001049,SIN-00296,Cedula asegurado,True,True,2025-09-10,False,Sin observaciones
DOC-001050,SIN-00296,Factura taller,True,True,2025-09-11,False,Sin observaciones
DOC-001051,SIN-00297,Foto evidencia,True,True,2025-04-30,False,Sin observaciones
DOC-001052,SIN-00297,Factura taller,True,True,2025-04-29,False,Sin observaciones
DOC-001053,SIN-00297,Informe perito,True,True,2025-04-28,False,Sin observaciones
DOC-001054,SIN-00297,Denuncia policial,True,True,2025-04-30,False,Sin observaciones
DOC-001055,SIN-00298,Informe perito,True,True,2025-01-25,False,Sin observaciones
DOC-001056,SIN-00298,Denuncia policial,True,True,2025-01-26,False,Sin observaciones
DOC-001057,SIN-00299,Informe perito,True,True,2025-07-15,False,Sin observaciones
DOC-001058,SIN-00299,Denuncia policial,True,True,2025-07-12,False,Sin observaciones
DOC-001059,SIN-00299,Foto evidencia,True,True,2025-07-13,False,Sin observaciones
DOC-001060,SIN-00300,Denuncia policial,True,True,2025-12-19,False,Sin observaciones
DOC-001061,SIN-00300,Cedula asegurado,True,True,2025-12-20,False,Sin observaciones
DOC-001062,SIN-00300,Informe perito,True,True,2025-12-20,False,Sin observaciones
DOC-001063,SIN-00300,Foto evidencia,True,True,2025-12-23,False,Sin observaciones
DOC-001064,SIN-00300,Factura taller,True,True,2025-12-20,False,Sin observaciones
DOC-001065,SIN-00301,Foto evidencia,True,True,2025-12-27,False,Sin observaciones
DOC-001066,SIN-00301,Cedula asegurado,True,True,2025-12-26,False,Sin observaciones
DOC-001067,SIN-00301,Factura taller,True,True,2025-12-25,False,Sin observaciones
DOC-001068,SIN-00301,Denuncia policial,True,True,2025-12-23,False,Sin observaciones
DOC-001069,SIN-00302,Factura taller,False,True,2026-05-14,False,Sin observaciones
DOC-001070,SIN-00302,Informe perito,False,True,2026-05-13,False,Sin observaciones
DOC-001071,SIN-00302,Cedula asegurado,False,True,2026-05-11,False,Sin observaciones
DOC-001072,SIN-00302,Foto evidencia,False,True,2026-05-14,False,Sin observaciones
DOC-001073,SIN-00302,Denuncia policial,False,True,2026-05-12,False,Sin observaciones
DOC-001074,SIN-00303,Foto evidencia,True,True,2025-01-31,False,Sin observaciones
DOC-001075,SIN-00303,Cedula asegurado,True,True,2025-01-27,False,Sin observaciones
DOC-001076,SIN-00303,Informe perito,True,True,2025-01-27,False,Sin observaciones
DOC-001077,SIN-00303,Factura taller,True,True,2025-01-31,False,Sin observaciones
DOC-001078,SIN-00304,Foto evidencia,True,True,2026-03-10,False,Sin observaciones
DOC-001079,SIN-00304,Factura taller,True,True,2026-03-12,False,Sin observaciones
DOC-001080,SIN-00304,Cedula asegurado,True,True,2026-03-11,False,Sin observaciones
DOC-001081,SIN-00304,Denuncia policial,True,True,2026-03-11,False,Sin observaciones
DOC-001082,SIN-00304,Informe perito,True,True,2026-03-09,False,Sin observaciones
DOC-001083,SIN-00305,Informe perito,False,True,2025-08-26,False,Sin observaciones
DOC-001084,SIN-00305,Foto evidencia,False,True,2025-08-25,False,Sin observaciones
DOC-001085,SIN-00305,Factura taller,False,True,2025-08-30,False,Sin observaciones
DOC-001086,SIN-00306,Denuncia policial,True,True,2025-02-05,False,Sin observaciones
DOC-001087,SIN-00306,Foto evidencia,True,True,2025-02-05,False,Sin observaciones
DOC-001088,SIN-00307,Denuncia policial,True,True,2026-04-15,False,Sin observaciones
DOC-001089,SIN-00307,Factura taller,True,True,2026-04-12,False,Sin observaciones
DOC-001090,SIN-00307,Informe perito,True,True,2026-04-14,False,Sin observaciones
DOC-001091,SIN-00307,Cedula asegurado,True,True,2026-04-16,False,Sin observaciones
DOC-001092,SIN-00308,Denuncia policial,True,True,2025-05-07,False,Sin observaciones
DOC-001093,SIN-00308,Factura taller,True,True,2025-05-08,False,Sin observaciones
DOC-001094,SIN-00308,Informe perito,True,True,2025-05-06,False,Sin observaciones
DOC-001095,SIN-00309,Foto evidencia,True,True,2026-06-21,False,Sin observaciones
DOC-001096,SIN-00309,Factura taller,True,True,2026-06-23,False,Sin observaciones
DOC-001097,SIN-00309,Cedula asegurado,True,True,2026-06-20,False,Sin observaciones
DOC-001098,SIN-00309,Informe perito,True,True,2026-06-23,False,Sin observaciones
DOC-001099,SIN-00310,Factura taller,False,True,2026-05-07,False,Sin observaciones
DOC-001100,SIN-00310,Cedula asegurado,False,True,2026-05-04,False,Sin observaciones
DOC-001101,SIN-00310,Denuncia policial,False,True,2026-05-05,False,Sin observaciones
DOC-001102,SIN-00310,Foto evidencia,False,True,2026-05-02,False,Sin observaciones
DOC-001103,SIN-00310,Informe perito,False,True,2026-05-02,False,Sin observaciones
DOC-001104,SIN-00311,Informe perito,False,True,2025-05-08,False,Sin observaciones
DOC-001105,SIN-00311,Factura taller,False,True,2025-05-10,False,Sin observaciones
DOC-001106,SIN-00311,Denuncia policial,False,True,2025-05-10,False,Sin observaciones
DOC-001107,SIN-00312,Informe perito,True,True,2025-11-20,False,Sin observaciones
DOC-001108,SIN-00312,Cedula asegurado,True,True,2025-11-17,False,Sin observaciones
DOC-001109,SIN-00312,Foto evidencia,True,True,2025-11-20,False,Sin observaciones
DOC-001110,SIN-00313,Denuncia policial,True,True,2025-02-05,False,Sin observaciones
DOC-001111,SIN-00313,Factura taller,True,True,2025-02-05,False,Sin observaciones
DOC-001112,SIN-00313,Cedula asegurado,True,True,2025-02-07,False,Sin observaciones
DOC-001113,SIN-00313,Foto evidencia,True,True,2025-02-05,False,Sin observaciones
DOC-001114,SIN-00314,Denuncia policial,False,True,2025-05-30,False,Sin observaciones
DOC-001115,SIN-00314,Foto evidencia,False,True,2025-05-28,False,Sin observaciones
DOC-001116,SIN-00314,Informe perito,False,True,2025-05-28,False,Sin observaciones
DOC-001117,SIN-00314,Factura taller,False,True,2025-05-29,False,Sin observaciones
DOC-001118,SIN-00314,Cedula asegurado,False,True,2025-06-01,False,Sin observaciones
DOC-001119,SIN-00315,Factura taller,True,True,2026-01-21,False,Sin observaciones
DOC-001120,SIN-00315,Cedula asegurado,True,True,2026-01-25,False,Sin observaciones
DOC-001121,SIN-00315,Informe perito,True,True,2026-01-22,False,Sin observaciones
DOC-001122,SIN-00315,Foto evidencia,True,True,2026-01-24,False,Sin observaciones
DOC-001123,SIN-00315,Denuncia policial,True,True,2026-01-23,False,Sin observaciones
DOC-001124,SIN-00316,Informe perito,True,True,2026-04-04,False,Sin observaciones
DOC-001125,SIN-00316,Foto evidencia,True,True,2026-04-05,False,Sin observaciones
DOC-001126,SIN-00316,Denuncia policial,True,True,2026-04-05,False,Sin observaciones
DOC-001127,SIN-00317,Denuncia policial,False,True,2025-07-22,False,Sin observaciones
DOC-001128,SIN-00317,Foto evidencia,False,True,2025-07-23,False,Sin observaciones
DOC-001129,SIN-00317,Cedula asegurado,False,True,2025-07-24,False,Sin observaciones
DOC-001130,SIN-00317,Factura taller,False,True,2025-07-22,False,Sin observaciones
DOC-001131,SIN-00318,Cedula asegurado,True,True,2027-01-08,False,Sin observaciones
DOC-001132,SIN-00318,Factura taller,True,True,2027-01-08,False,Sin observaciones
DOC-001133,SIN-00318,Denuncia policial,True,True,2027-01-06,False,Sin observaciones
DOC-001134,SIN-00318,Foto evidencia,True,True,2027-01-10,False,Sin observaciones
DOC-001135,SIN-00318,Informe perito,True,True,2027-01-06,False,Sin observaciones
DOC-001136,SIN-00319,Factura taller,False,True,2025-11-30,False,Sin observaciones
DOC-001137,SIN-00319,Informe perito,False,True,2025-12-02,False,Sin observaciones
DOC-001138,SIN-00320,Factura taller,True,True,2027-03-01,False,Sin observaciones
DOC-001139,SIN-00320,Cedula asegurado,True,True,2027-03-02,False,Sin observaciones
DOC-001140,SIN-00320,Foto evidencia,True,True,2027-03-02,False,Sin observaciones
DOC-001141,SIN-00321,Foto evidencia,True,True,2026-05-03,False,Sin observaciones
DOC-001142,SIN-00321,Informe perito,True,True,2026-05-02,False,Sin observaciones
DOC-001143,SIN-00321,Denuncia policial,True,True,2026-05-04,False,Sin observaciones
DOC-001144,SIN-00322,Factura taller,False,True,2025-03-08,False,Sin observaciones
DOC-001145,SIN-00322,Foto evidencia,False,True,2025-03-04,False,Sin observaciones
DOC-001146,SIN-00322,Informe perito,False,True,2025-03-03,False,Sin observaciones
DOC-001147,SIN-00323,Informe perito,False,True,2024-11-05,False,Sin observaciones
DOC-001148,SIN-00323,Denuncia policial,False,True,2024-11-05,False,Sin observaciones
DOC-001149,SIN-00323,Factura taller,False,True,2024-11-05,False,Sin observaciones
DOC-001150,SIN-00323,Foto evidencia,False,True,2024-11-08,False,Sin observaciones
DOC-001151,SIN-00323,Cedula asegurado,False,True,2024-11-06,False,Sin observaciones
DOC-001152,SIN-00324,Factura taller,True,True,2026-09-17,False,Sin observaciones
DOC-001153,SIN-00324,Cedula asegurado,True,True,2026-09-14,False,Sin observaciones
DOC-001154,SIN-00325,Factura taller,True,True,2026-11-26,False,Sin observaciones
DOC-001155,SIN-00325,Foto evidencia,True,True,2026-11-26,False,Sin observaciones
DOC-001156,SIN-00325,Denuncia policial,True,True,2026-11-30,False,Sin observaciones
DOC-001157,SIN-00325,Informe perito,True,True,2026-11-29,False,Sin observaciones
DOC-001158,SIN-00325,Cedula asegurado,True,True,2026-12-01,False,Sin observaciones
DOC-001159,SIN-00326,Factura taller,True,True,2025-01-19,False,Sin observaciones
DOC-001160,SIN-00326,Foto evidencia,True,True,2025-01-15,False,Sin observaciones
DOC-001161,SIN-00327,Cedula asegurado,True,True,2024-08-08,False,Sin observaciones
DOC-001162,SIN-00327,Denuncia policial,True,True,2024-08-08,False,Sin observaciones
DOC-001163,SIN-00327,Factura taller,True,True,2024-08-09,False,Sin observaciones
DOC-001164,SIN-00328,Denuncia policial,True,True,2025-05-23,False,Sin observaciones
DOC-001165,SIN-00328,Foto evidencia,True,True,2025-05-21,False,Sin observaciones
DOC-001166,SIN-00329,Cedula asegurado,False,True,2025-01-10,False,Sin observaciones
DOC-001167,SIN-00329,Denuncia policial,False,True,2025-01-08,False,Sin observaciones
DOC-001168,SIN-00329,Informe perito,False,True,2025-01-13,False,Sin observaciones
DOC-001169,SIN-00330,Foto evidencia,False,False,2024-07-22,True,Fecha previa al evento detectada
DOC-001170,SIN-00330,Factura taller,False,True,2024-07-20,False,Sin observaciones
DOC-001171,SIN-00330,Cedula asegurado,False,True,2024-07-22,False,Sin observaciones
DOC-001172,SIN-00330,Informe perito,False,True,2024-07-23,False,Sin observaciones
DOC-001173,SIN-00330,Denuncia policial,False,False,2024-07-21,True,Fecha previa al evento detectada
DOC-001174,SIN-00331,Denuncia policial,True,True,2025-04-11,False,Sin observaciones
DOC-001175,SIN-00331,Factura taller,True,True,2025-04-11,False,Sin observaciones
DOC-001176,SIN-00331,Foto evidencia,True,True,2025-04-07,False,Sin observaciones
DOC-001177,SIN-00332,Factura taller,True,True,2025-10-29,False,Sin observaciones
DOC-001178,SIN-00332,Denuncia policial,True,True,2025-10-29,False,Sin observaciones
DOC-001179,SIN-00332,Foto evidencia,True,True,2025-11-01,False,Sin observaciones
DOC-001180,SIN-00333,Denuncia policial,True,True,2026-02-11,False,Sin observaciones
DOC-001181,SIN-00333,Factura taller,True,True,2026-02-12,False,Sin observaciones
DOC-001182,SIN-00333,Informe perito,True,True,2026-02-15,False,Sin observaciones
DOC-001183,SIN-00334,Informe perito,True,True,2025-05-14,False,Sin observaciones
DOC-001184,SIN-00334,Factura taller,True,True,2025-05-12,False,Sin observaciones
DOC-001185,SIN-00334,Cedula asegurado,True,True,2025-05-09,False,Sin observaciones
DOC-001186,SIN-00334,Foto evidencia,True,True,2025-05-10,False,Sin observaciones
DOC-001187,SIN-00334,Denuncia policial,True,True,2025-05-09,False,Sin observaciones
DOC-001188,SIN-00335,Foto evidencia,True,True,2026-10-29,False,Sin observaciones
DOC-001189,SIN-00335,Cedula asegurado,True,True,2026-10-29,False,Sin observaciones
DOC-001190,SIN-00335,Informe perito,True,True,2026-10-28,False,Sin observaciones
DOC-001191,SIN-00336,Denuncia policial,True,True,2026-03-03,False,Sin observaciones
DOC-001192,SIN-00336,Informe perito,True,True,2026-03-07,False,Sin observaciones
DOC-001193,SIN-00337,Denuncia policial,True,True,2026-06-16,False,Sin observaciones
DOC-001194,SIN-00337,Foto evidencia,True,True,2026-06-18,False,Sin observaciones
DOC-001195,SIN-00337,Factura taller,True,True,2026-06-18,False,Sin observaciones
DOC-001196,SIN-00337,Cedula asegurado,True,True,2026-06-17,False,Sin observaciones
DOC-001197,SIN-00338,Denuncia policial,True,True,2026-01-31,False,Sin observaciones
DOC-001198,SIN-00338,Cedula asegurado,True,True,2026-02-01,False,Sin observaciones
DOC-001199,SIN-00338,Factura taller,True,True,2026-02-03,False,Sin observaciones
DOC-001200,SIN-00338,Informe perito,True,True,2026-02-02,False,Sin observaciones
DOC-001201,SIN-00338,Foto evidencia,True,True,2026-01-31,False,Sin observaciones
DOC-001202,SIN-00339,Cedula asegurado,False,False,2026-05-18,True,Fecha previa al evento detectada
DOC-001203,SIN-00339,Foto evidencia,False,True,2026-05-17,False,Sin observaciones
DOC-001204,SIN-00339,Denuncia policial,False,False,2026-05-13,True,Fecha previa al evento detectada
DOC-001205,SIN-00339,Informe perito,False,True,2026-05-14,False,Sin observaciones
DOC-001206,SIN-00339,Factura taller,False,False,2026-05-15,True,Fecha previa al evento detectada
DOC-001207,SIN-00340,Factura taller,True,True,2026-03-16,False,Sin observaciones
DOC-001208,SIN-00340,Cedula asegurado,True,True,2026-03-11,False,Sin observaciones
DOC-001209,SIN-00341,Informe perito,False,True,2024-08-03,False,Sin observaciones
DOC-001210,SIN-00341,Foto evidencia,False,True,2024-08-03,False,Sin observaciones
DOC-001211,SIN-00342,Informe perito,False,True,2025-06-06,False,Sin observaciones
DOC-001212,SIN-00342,Cedula asegurado,False,True,2025-06-11,False,Sin observaciones
DOC-001213,SIN-00342,Denuncia policial,False,True,2025-06-06,False,Sin observaciones
DOC-001214,SIN-00343,Factura taller,True,True,2025-06-25,False,Sin observaciones
DOC-001215,SIN-00343,Cedula asegurado,True,True,2025-06-24,False,Sin observaciones
DOC-001216,SIN-00343,Foto evidencia,True,True,2025-06-21,False,Sin observaciones
DOC-001217,SIN-00343,Denuncia policial,True,True,2025-06-23,False,Sin observaciones
DOC-001218,SIN-00344,Factura taller,True,True,2025-10-04,False,Sin observaciones
DOC-001219,SIN-00344,Informe perito,True,True,2025-10-06,False,Sin observaciones
DOC-001220,SIN-00344,Foto evidencia,True,True,2025-10-04,False,Sin observaciones
DOC-001221,SIN-00344,Cedula asegurado,True,True,2025-10-07,False,Sin observaciones
DOC-001222,SIN-00345,Foto evidencia,True,True,2026-05-24,False,Sin observaciones
DOC-001223,SIN-00345,Factura taller,True,True,2026-05-22,False,Sin observaciones
DOC-001224,SIN-00345,Denuncia policial,True,True,2026-05-23,False,Sin observaciones
DOC-001225,SIN-00346,Informe perito,True,True,2025-10-18,False,Sin observaciones
DOC-001226,SIN-00346,Foto evidencia,True,True,2025-10-17,False,Sin observaciones
DOC-001227,SIN-00346,Factura taller,True,True,2025-10-15,False,Sin observaciones
DOC-001228,SIN-00346,Cedula asegurado,True,True,2025-10-17,False,Sin observaciones
DOC-001229,SIN-00347,Cedula asegurado,True,True,2025-11-10,False,Sin observaciones
DOC-001230,SIN-00347,Factura taller,True,True,2025-11-14,False,Sin observaciones
DOC-001231,SIN-00347,Foto evidencia,True,True,2025-11-11,False,Sin observaciones
DOC-001232,SIN-00347,Informe perito,True,True,2025-11-10,False,Sin observaciones
DOC-001233,SIN-00348,Informe perito,True,True,2025-05-26,False,Sin observaciones
DOC-001234,SIN-00348,Denuncia policial,True,True,2025-05-29,False,Sin observaciones
DOC-001235,SIN-00349,Informe perito,True,True,2025-02-22,False,Sin observaciones
DOC-001236,SIN-00349,Cedula asegurado,True,True,2025-02-19,False,Sin observaciones
DOC-001237,SIN-00349,Factura taller,True,True,2025-02-18,False,Sin observaciones
DOC-001238,SIN-00349,Denuncia policial,True,True,2025-02-19,False,Sin observaciones
DOC-001239,SIN-00349,Foto evidencia,True,True,2025-02-21,False,Sin observaciones
DOC-001240,SIN-00350,Cedula asegurado,True,True,2025-12-18,False,Sin observaciones
DOC-001241,SIN-00350,Factura taller,True,True,2025-12-13,False,Sin observaciones
DOC-001242,SIN-00350,Denuncia policial,True,True,2025-12-15,False,Sin observaciones
DOC-001243,SIN-00351,Informe perito,False,True,2024-12-22,False,Sin observaciones
DOC-001244,SIN-00351,Factura taller,False,False,2024-12-23,True,Fecha previa al evento detectada
DOC-001245,SIN-00351,Cedula asegurado,False,False,2024-12-24,True,Fecha previa al evento detectada
DOC-001246,SIN-00351,Foto evidencia,False,False,2024-12-20,True,Fecha previa al evento detectada
DOC-001247,SIN-00352,Denuncia policial,True,True,2026-07-27,False,Sin observaciones
DOC-001248,SIN-00352,Cedula asegurado,True,True,2026-07-26,False,Sin observaciones
DOC-001249,SIN-00352,Foto evidencia,True,True,2026-07-27,False,Sin observaciones
DOC-001250,SIN-00353,Cedula asegurado,True,True,2026-09-12,False,Sin observaciones
DOC-001251,SIN-00353,Factura taller,True,True,2026-09-15,False,Sin observaciones
DOC-001252,SIN-00353,Foto evidencia,True,True,2026-09-13,False,Sin observaciones
DOC-001253,SIN-00353,Denuncia policial,True,True,2026-09-16,False,Sin observaciones
DOC-001254,SIN-00354,Foto evidencia,True,True,2025-01-06,False,Sin observaciones
DOC-001255,SIN-00354,Cedula asegurado,True,True,2025-01-07,False,Sin observaciones
DOC-001256,SIN-00354,Factura taller,True,True,2025-01-11,False,Sin observaciones
DOC-001257,SIN-00354,Denuncia policial,True,True,2025-01-09,False,Sin observaciones
DOC-001258,SIN-00355,Cedula asegurado,False,False,2025-08-19,True,Fecha previa al evento detectada
DOC-001259,SIN-00355,Factura taller,False,False,2025-08-15,True,Fecha previa al evento detectada
DOC-001260,SIN-00355,Foto evidencia,False,False,2025-08-17,True,Fecha previa al evento detectada
DOC-001261,SIN-00355,Informe perito,False,False,2025-08-17,True,Fecha previa al evento detectada
DOC-001262,SIN-00355,Denuncia policial,False,False,2025-08-20,True,Fecha previa al evento detectada
DOC-001263,SIN-00356,Informe perito,True,True,2025-03-17,False,Sin observaciones
DOC-001264,SIN-00356,Denuncia policial,True,True,2025-03-17,False,Sin observaciones
DOC-001265,SIN-00356,Cedula asegurado,True,True,2025-03-15,False,Sin observaciones
