id_vehiculo,id_siniestro,placa,chasis,motor,marca,modelo,anio
VEH-00284,SIN-00284,L778R378,TvE437859853zFYT,mgc1499,Nissan,Sentra,2019
VEH-00285,SIN-00285,M488L696,Puo716259332iLOw,CXL9980,Kia,Rio,2019
VEH-00286,SIN-00286,M433K842,MqB021178073JLpP,mJL6876,Toyota,RAV4,2022
VEH-00287,SIN-00287,G753K327,kTt205785102oSrp,syR8203,Nissan,Sentra,2020
VEH-00288,SIN-00288,R204L980,lFv880703480DTwd,Zqs4350,Kia,Sorento,2024
VEH-00289,SIN-00289,F244A949,UBp750382517nHNt,Sie7317,Mazda,BT-50,2024
VEH-00290,SIN-00290,B598N810,hYb747272415WosL,gkc8292,Mazda,CX-5,2016
VEH-00291,SIN-00291,M315M707,eKI751815867maty,TMN8974,Toyota,Yaris,2019
VEH-00292,SIN-00292,B779B212,zlh600637769drCc,LQd1541,Toyota,Corolla,2017
VEH-00293,SIN-00293,J573Q979,ytZ981319854EaNR,QXc2711,Nissan,Kicks,2024
VEH-00294,SIN-00294,J346C938,aHk818691256iFoV,tRm9051,Hyundai,Santa Fe,2023
VEH-00295,SIN-00295,R236F460,eRw850163226xbjP,MSa1813,Mazda,BT-50,2019
VEH-00296,SIN-00296,L510J206,dkM429322781GiJn,pgu3197,Mazda,CX-5,2017
VEH-00297,SIN-00297,R416D502,BuL190316212NdpH,RUL5242,Hyundai,Santa Fe,2022
VEH-00298,SIN-00298,Q319L255,Ijc066974651cTmM,sIa5836,Hyundai,Tucson,2014
VEH-00299,SIN-00299,M481M665,ySs255418394dIRB,ygZ4414,Mazda,3,2024
VEH-00300,SIN-00300,M597K952,Omy550324731EIGc,xnA6874,Nissan,Sentra,2017
VEH-00301,SIN-00301,D769P512,zEJ650718500Gcta,VhC4265,Mazda,3,2014
VEH-00302,SIN-00302,J743D895,Ztg895070464CZVb,asL1289,Mazda,CX-5,2018
VEH-00303,SIN-00303,H318K554,YcR029457492tBgT,xuv7923,Chevrolet,Spark,2016
VEH-00304,SIN-00304,Q204J510,zme173290253TyKr,VXo8997,Toyota,Yaris,2022
VEH-00305,SIN-00305,D360R785,WHb597226514GXjV,UrI9108,Nissan,Sentra,2023
VEH-00306,SIN-00306,H397D669,QQg425806817PnJx,ySN0947,Nissan,Frontier,2023
VEH-00307,SIN-00307,L142G611,kia634191553ARMH,MAr4624,Hyundai,Santa Fe,2017
VEH-00308,SIN-00308,N137D572,Jcz807440920QvsG,nUW1438,Nissan,Versa,2015
VEH-00309,SIN-00309,N203A179,lZV349789552AolT,uNy8451,Mazda,2,2017
VEH-00310,SIN-00310,A774B876,OWH800449011ZEwy,bgv0666,Mazda,3,2019
VEH-00311,SIN-00311,B492Q686,Xyj862739996SPNJ,yUB8742,Nissan,Frontier,2021
VEH-00312,SIN-00312,R656P817,LyX574817120zlpq,qxh2054,Toyota,Hilux,2020
VEH-00313,SIN-00313,L796D507,PPk898562829vcNi,ZJk8116,Hyundai,Tucson,2013
VEH-00314,SIN-00314,M692H780,nKA735847612pkFJ,ZQQ0676,Nissan,Sentra,2019
VEH-00315,SIN-00315,H461G909,VYP457024819fDiP,JlQ6480,Kia,Sorento,2019
VEH-00316,SIN-00316,M789M820,WNi143661790FHaB,IXX6695,Chevrolet,Aveo,2012
VEH-00317,SIN-00317,B565E236,RrL402760009kXhp,qGQ4663,Kia,Sportage,2016
VEH-00318,SIN-00318,G336M939,NSF792659801IUgb,WVU7675,Toyota,Corolla,2024
VEH-00319,SIN-00319,A176J294,zEF365007735QIOM,IQz1197,Chevrolet,Spark,2021
VEH-00320,SIN-00320,K268R750,Rvt029965898iTqq,ERx8124,Kia,Picanto,2021
VEH-00321,SIN-00321,P514H421,CTn483314160EbSN,vpG3715,Chevrolet,Aveo,2023
VEH-00322,SIN-00322,P552C811,Gyh717584826fGor,QUc6647,Nissan,Frontier,2020
VEH-00323,SIN-00323,G820A780,qVP853991952bYqR,AjS8641,Toyota,Corolla,2019
VEH-00324,SIN-00324,H923M892,sNN420321320YEtj,Jxo6893,Nissan,Sentra,2017
VEH-00325,SIN-00325,E499A625,Uhk057769932sIps,GbC3667,Mazda,CX-5,2017
VEH-00326,SIN-00326,P342R929,IFH720358068XYVR,qto8353,Chevrolet,Captiva,2023
VEH-00327,SIN-00327,E618N539,wfJ540248900pAvk,AHP8967,Toyota,Corolla,2013
VEH-00328,SIN-00328,E300F177,roI304964246bNgQ,PKU3027,Chevrolet,Captiva,2022
VEH-00329,SIN-00329,F430F924,NCt956431409WzNA,euE9877,Nissan,Sentra,2013
VEH-00330,SIN-00330,R908E963,Cgs562009525akxT,Tbn4705,Toyota,RAV4,2024
VEH-00331,SIN-00331,K503L562,lZs474372451thOn,Hpv1131,Mazda,BT-50,2022
VEH-00332,SIN-00332,J486M816,KNm122327347MqVb,xbe1082,Nissan,Kicks,2014
VEH-00333,SIN-00333,L386K178,DlW220820396VtKz,jyS0300,Hyundai,Accent,2020
VEH-00334,SIN-00334,L187G491,LCg963593995uktj,COQ6401,Toyota,Yaris,2015
VEH-00335,SIN-00335,A803L247,sOP936712363KCkS,woI1874,Mazda,3,2015
VEH-00336,SIN-00336,D806G555,iaT395601110oDpR,Esr1615,Mazda,2,2020
VEH-00337,SIN-00337,D649J982,Zue879424005diPl,qez8800,Hyundai,Elantra,2013
VEH-00338,SIN-00338,N786E269,gQe187249457OnPo,GsD3186,Hyundai,Accent,2013
VEH-00339,SIN-00339,H303H431,EBI211751025LeXc,QaW8755,Hyundai,Santa Fe,2012
VEH-00340,SIN-00340,D289Q273,iCk868634129vsDk,qGz3128,Toyota,Hilux,2018
VEH-00341,SIN-00341,G101R999,rHd069505348DXev,KWI3399,Toyota,Yaris,2016
VEH-00342,SIN-00342,R147A531,pHN930639943rQpv,XRJ6491,Kia,Sorento,2018
VEH-00343,SIN-00343,H894Q486,xnh310598689Kqeq,vqt5312,Toyota,Hilux,2023
VEH-00344,SIN-00344,M102R531,BMd409181900OlMr,Wzj5549,Mazda,2,2023
VEH-00345,SIN-00345,P289D610,qpo664614137fHnM,uNS1662,Toyota,Hilux,2012
VEH-00346,SIN-00346,N674B772,dMh802750875PeeV,aBO6039,Hyundai,Santa Fe,2013
VEH-00347,SIN-00347,N933H145,CiR351154598FJWs,ASv4119,Mazda,CX-5,2022
VEH-00348,SIN-00348,N965K770,zEr601101801KTMo,ueJ3794,Chevrolet,Captiva,2024
VEH-00349,SIN-00349,J729P578,Les029471795jIXe,bWV5184,Kia,Picanto,2013
VEH-00350,SIN-00350,C510B430,zYS456845911HNFE,rkN0270,Mazda,CX-5,2021
VEH-00351,SIN-00351,A496J915,Aax948468657UhaX,gSG8057,Nissan,Versa,2021
VEH-00352,SIN-00352,R760A334,fEu490356655OKlI,utz4273,Nissan,Frontier,2014
VEH-00353,SIN-00353,D822Q799,dLX344881969ummZ,YjE5865,Hyundai,Accent,2013
VEH-00354,SIN-00354,C855M672,kdI705159061WJCF,ROD8406,Mazda,3,2015
VEH-00355,SIN-00355,E693N575,JYD735514986DVaN,qOU6594,Kia,Rio,2019
VEH-00356,SIN-00356,F220L352,JcY373683939gwxO,Dwa8120,Hyundai,Accent,2021
VEH-00357,SIN-00357,N846E899,SHj068470287Jxll,QWJ6112,Chevrolet,Captiva,2014
VEH-00358,SIN-00358,A243F215,QUs641871375Pfwh,wvP5928,Kia,Sorento,2021
VEH-00359,SIN-00359,A663Q475,wzd228270036ubdr,eFa9035,Nissan,Frontier,2020
VEH-00360,SIN-00360,E985H303,zgZ955086100Jokv,aII6419,Toyota,RAV4,2020
VEH-00361,SIN-00361,K296C104,VhX978723924eGKS,nQK7118,Chevrolet,Aveo,2017
VEH-00362,SIN-00362,H922L971,MFn767963116rUaD,Xzq0168,Kia,Rio,2019
VEH-00363,SIN-00363,L359N687,oXX530273801Mrtz,zSd3046,Hyundai,Tucson,2024
VEH-00364,SIN-00364,M225A997,gwF778245701qQkT,zTw6206,Nissan,Kicks,2023
VEH-00365,SIN-00365,K148C254,Rly255538525gDev,Asn8086,Toyota,Hilux,2015
VEH-00366,SIN-00366,L476R679,SSG082531616yBOY,mfY2861,Toyota,Corolla,2015
VEH-00367,SIN-00367,Q202R604,KxP937785944MQOq,JUt9559,Hyundai,Accent,2019
VEH-00368,SIN-00368,A296B453,McC476859582cmwd,HYz3829,Nissan,Sentra,2020
VEH-00369,SIN-00369,B686K175,ZlD541575096KyJi,Obs9178,Kia,Sportage,2016
VEH-00370,SIN-00370,N104L195,cce235152287tTZt,Ebn6388,Nissan,Sentra,2016
VEH-00371,SIN-00371,H879L313,YbG593227108RkcF,GdT4167,Mazda,CX-5,2019
VEH-00372,SIN-00372,J218Q882,Frj780754513WaJk,Yrm2676,Kia,Sorento,2019
VEH-00373,SIN-00373,P978B109,vTb220701797wcRc,iIh5670,Kia,Sorento,2016
VEH-00374,SIN-00374,K432Q792,oIX644590355HRpb,ndf0658,Chevrolet,D-Max,2013
VEH-00375,SIN-00375,R878H145,jeG611167751RddV,JVV9653,Nissan,Kicks,2015
VEH-00376,SIN-00376,J694P866,Pxz682113622VAYj,JTQ3439,Chevrolet,Aveo,2017
VEH-00377,SIN-00377,J989L219,SOi096731787FCWq,XFn4667,Kia,Rio,2016
VEH-00378,SIN-00378,J646B700,PCg961563544nGws,gpH0700,Mazda,BT-50,2023
VEH-00379,SIN-00379,G963D654,MEQ063731655HnJj,RPu0797,Kia,Rio,2017
VEH-00380,SIN-00380,A977L965,PDH227481933BAQn,iOc4061,Kia,Picanto,2014
VEH-00381,SIN-00381,B565M937,LVq356574776LPSB,Faj1842,Kia,Picanto,2024
VEH-00382,SIN-00382,P951D207,vsP898422056wJkG,IwD0570,Kia,Rio,2012
VEH-00383,SIN-00383,R501K560,GkS785966403ebTz,gep1887,Kia,Picanto,2016
VEH-00384,SIN-00384,M528L572,ZmT979806209ypED,Rwr1446,Nissan,Kicks,2020
VEH-00385,SIN-00385,Q255F496,HGh494547652RxwU,RNE2620,Mazda,CX-5,2016
VEH-00386,SIN-00386,L374A876,gek721344401NsVP,EcS3158,Mazda,CX-5,2021
VEH-00387,SIN-00387,J801N641,wWA848553347iSqI,nYJ0820,Toyota,RAV4,2023
VEH-00388,SIN-00388,A963P488,ZTQ071514057fzGH,iPc8565,Kia,Sportage,2022
VEH-00389,SIN-00389,P169G631,YpP606153663hWNn,aPx0550,Nissan,Kicks,2018
VEH-00390,SIN-00390,R134Q551,ivi051077853dsEC,HUT8145,Mazda,2,2019
VEH-00391,SIN-00391,M579B875,OdY414001565WuUD,pYO4995,Mazda,CX-5,2021
VEH-00392,SIN-00392,P247N328,unI434133617PYwB,Dae8878,Mazda,2,2019
VEH-00393,SIN-00393,F863Q171,VRT062729559RdxZ,qUB5529,Mazda,3,2012
VEH-00394,SIN-00394,H466D233,iPy224678852JXJq,sbq4595,Kia,Sorento,2014
VEH-00395,SIN-00395,B516F394,ZKr309025880speZ,xgI9940,Chevrolet,D-Max,2014
VEH-00396,SIN-00396,G800H153,pWt375235680mSZe,OOl2223,Chevrolet,D-Max,2015
VEH-00397,SIN-00397,H358J488,ctk384799900LdZN,wyf9444,Mazda,3,2024
VEH-00398,SIN-00398,A954N679,JJm516907101PneC,TpN6989,Kia,Picanto,2023
VEH-00399,SIN-00399,A508M770,USv785632808NTLk,Nhk9047,Chevrolet,D-Max,2015
VEH-00400,SIN-00400,Q650N430,AWo798965294Pjff,RNj4770,Hyundai,Tucson,2021
VEH-00401,SIN-00401,C239L348,VvC772457871xnQh,EUc6453,Hyundai,Elantra,2023
VEH-00402,SIN-00402,B904N982,YmA503418099BgfB,YzZ4006,Toyota,RAV4,2016
VEH-00403,SIN-00403,L394R898,InN800772819sbPf,KGa3386,Mazda,BT-50,2015
VEH-00404,SIN-00404,D692A362,Drr004064253SesP,cLB4616,Toyota,Hilux,2017
VEH-00405,SIN-00405,K246A431,wYt742678237OjDE,vaE1581,Hyundai,Tucson,2019
VEH-00406,SIN-00406,K235M441,kKF452422422iyVb,MAr8216,Kia,Rio,2019
VEH-00407,SIN-00407,P663Q657,zFu045340636YOCZ,oNO3017,Mazda,2,2012
VEH-00408,SIN-00408,F143H839,CPr148846025UTUF,MhU0367,Nissan,Kicks,2014
VEH-00409,SIN-00409,H176R135,VCy670735057HznW,yrA2978,Toyota,Corolla,2021
VEH-00410,SIN-00410,L673N524,aEt827191033PRvd,hey6944,Nissan,Kicks,2021
VEH-00411,SIN-00411,E652R679,Ykr341332895JkqB,JhJ0310,Mazda,2,2014
VEH-00412,SIN-00412,R307C357,TML923573379ldGZ,woe9702,Mazda,CX-5,2024
VEH-00413,SIN-00413,M916P277,gme502112764UtMp,OoZ7113,Hyundai,Accent,2019
VEH-00414,SIN-00414,N417K217,bbe556108122wNcB,pcI1720,Nissan,Sentra,2012
VEH-00415,SIN-00415,G878F654,oAc131449188tqAR,lVK1751,Chevrolet,Spark,2019
VEH-00416,SIN-00416,A431C818,ljt996502059zEjR,ntl2873,Toyota,Corolla,2014
VEH-00417,SIN-00417,R419L801,lSZ320852698XjBq,leS0579,Mazda,3,2014
VEH-00418,SIN-00418,E797F848,jDR970816887iZjI,HpV1694,Toyota,Corolla,2013
VEH-00419,SIN-00419,R469K475,rFa148632912iNZZ,aeQ0773,Nissan,Frontier,2013
VEH-00420,SIN-00420,J642R734,Veq141384727eULa,nMi6324,Kia,Sportage,2022
VEH-00421,SIN-00421,C156J515,Zzd388411353ZOpF,evW5611,Nissan,Sentra,2014
VEH-00422,SIN-00422,L765A898,iYj844307295XqLH,cQY2084,Kia,Rio,2017
VEH-00423,SIN-00423,N797Q358,Jrs962466655kCGb,osX0647,Chevrolet,Captiva,2014
VEH-00424,SIN-00424,H988N156,Jgo685894465mKdN,jTY8265,Toyota,Yaris,2020
VEH-00425,SIN-00425,K852G306,ZRU410108479HRFd,hsr1879,Hyundai,Accent,2021
VEH-00426,SIN-00426,R245H805,upb386626441ZEiX,wor7412,Hyundai,Tucson,2018
VEH-00427,SIN-00427,A536B914,OvO036982713VzBv,TwL3049,Mazda,3,2016
VEH-00428,SIN-00428,Q708E334,QQY195452802BeyX,gnk1756,Hyundai,Tucson,2018
VEH-00429,SIN-00429,C374L612,qjJ073677866MGnh,BkJ6591,Kia,Rio,2021
VEH-00430,SIN-00430,Q107D473,WLv947143374PuCU,kro9621,Nissan,Versa,2023
VEH-00431,SIN-00431,P608R785,pBe849946016VTGD,yGz0395,Toyota,Hilux,2012
VEH-00432,SIN-00432,E458C685,Ccd419351950FXYa,VTe3884,Mazda,CX-5,2012
VEH-00433,SIN-00433,E662M229,xVD334813563aZtf,GoK4958,Toyota,Hilux,2015
VEH-00434,SIN-00434,E678Q961,Vrw348983313ldzX,lpM9941,Nissan,Versa,2016
VEH-00435,SIN-00435,G872R699,eFA435934980AARt,Fsu8281,Mazda,BT-50,2020
VEH-00436,SIN-00436,D451M430,Bas727528604EBPV,Kcm8187,Chevrolet,Spark,2013
VEH-00437,SIN-00437,G921Q185,cQH865612835LpcG,OpU7099,Kia,Picanto,2021
VEH-00438,SIN-00438,A906Q442,vzj356294858Gtsr,grb4779,Chevrolet,Aveo,2016
VEH-00439,SIN-00439,D910K287,znB395000445qiUt,VJs3322,Nissan,Frontier,2020
VEH-00440,SIN-00440,H696P262,fbW597094151BuGj,ATO1392,Kia,Sorento,2014
VEH-00441,SIN-00441,C629H809,bVn101840295vDtK,ryc6753,Hyundai,Accent,2014
VEH-00442,SIN-00442,R845Q341,xva839956899mrNh,pSQ2521,Hyundai,Elantra,2023
VEH-00443,SIN-00443,R275J404,tUz302031737JjUL,cFv0746,Kia,Sportage,2022
VEH-00444,SIN-00444,G744L980,RPD144412917rNXi,DrH8513,Hyundai,Santa Fe,2021
VEH-00445,SIN-00445,R268N470,lmV449094000PQSP,HaA4526,Kia,Sorento,2013
VEH-00446,SIN-00446,N870K328,vIu509015474SFTF,Efa8073,Hyundai,Accent,2014
VEH-00447,SIN-00447,B881H376,wvB448849110OIME,cLU8714,Mazda,3,2022
VEH-00448,SIN-00448,E400R695,vpM335401740dPlN,lTy9104,Hyundai,Elantra,2012
VEH-00449,SIN-00449,A838B681,GCa527810420fxdz,XPg9112,Nissan,Frontier,2012
VEH-00450,SIN-00450,C529M594,zSN260378654DPkw,cqQ7112,Mazda,CX-5,2019
VEH-00451,SIN-00451,E394F515,MPe815558189dKFf,RRS8546,Kia,Sorento,2023
VEH-00452,SIN-00452,E228M367,bNH943776661ZPIP,JTh4344,Nissan,Kicks,2012
VEH-00453,SIN-00453,P900H154,mpu038074540gUAN,nOi4637,Chevrolet,Spark,2023
VEH-00454,SIN-00454,B202L251,ZhD369323672Jxcg,TjR8898,Hyundai,Elantra,2015
VEH-00455,SIN-00455,D870Q288,oSN886338695dgjc,kCg2343,Toyota,Hilux,2018
VEH-00456,SIN-00456,C364R987,xQV403896752FsNv,DdB1717,Hyundai,Santa Fe,2018
VEH-00457,SIN-00457,A999A749,Nnq013039761KwRb,XWT6489,Mazda,3,2020
VEH-00458,SIN-00458,E725H322,Kbm525342905RWTL,INg2453,Hyundai,Santa Fe,2021
VEH-00459,SIN-00459,J559K267,PsT918750244aOWv,hKu3680,Mazda,CX-5,2021
VEH-00460,SIN-00460,H954L731,IKK380474661ltee,Abw1604,Mazda,2,2022
VEH-00461,SIN-00461,R906R916,xYG843575000Zuxa,lei7781,Kia,Rio,2017
VEH-00462,SIN-00462,A908F270,Oeu214231263cxMO,dqd3249,Chevrolet,Aveo,2024
VEH-00463,SIN-00463,K576H512,Lim709544862bmtv,mkd0344,Chevrolet,Captiva,2012
VEH-00464,SIN-00464,G246A688,KEo440853100UtSH,ksP2174,Toyota,Corolla,2023
VEH-00465,SIN-00465,B542K962,ora666213189tRFz,SQc8821,Nissan,Sentra,2018
VEH-00466,SIN-00466,K408E562,jDj831319375TWLc,izF8373,Toyota,Yaris,2015
VEH-00467,SIN-00467,L425J774,PnM200105684ETxC,rfC6549,Nissan,Versa,2023
VEH-00468,SIN-00468,F756H227,sga314843676HpLe,pZX3146,Hyundai,Elantra,2021
VEH-00469,SIN-00469,E841B852,whr171706088fKwu,HIa7030,Kia,Sorento,2019
VEH-00470,SIN-00470,J684H736,haT569108684JHYo,WWu9287,Hyundai,Tucson,2016
VEH-00471,SIN-00471,N701A383,znG945082408hLft,kKd2761,Chevrolet,Captiva,2015
VEH-00472,SIN-00472,F910M278,eLh352520228FIlr,Dvl6515,Nissan,Sentra,2020
VEH-00473,SIN-00473,H442Q302,kYW245702354fhsV,wVf1900,Nissan,Kicks,2024
VEH-00474,SIN-00474,D326H120,zOX844408813XCCT,ouY4785,Mazda,2,2015
VEH-00475,SIN-00475,L354G151,FXX903479641uxHz,boG3308,Hyundai,Tucson,2015
VEH-00476,SIN-00476,K203F256,XyG987720155rpsW,gpC4132,Kia,Picanto,2024
VEH-00477,SIN-00477,J122M295,oaf783416596xWKv,Ygt7321,Kia,Sorento,2014
VEH-00478,SIN-00478,H335M145,FyZ002736847taKS,MHe4661,Toyota,RAV4,2013
VEH-00479,SIN-00479,B228H941,skL264100032JJrc,Lpy6300,Kia,Sportage,2017
VEH-00480,SIN-00480,A599C474,HrS509823888Xeez,cwe4778,Toyota,RAV4,2017
VEH-00481,SIN-00481,R155J749,pNv790953403nZul,CmE1886,Mazda,3,2016
VEH-00482,SIN-00482,E763K449,kDX131367297JUzj,UjQ0577,Chevrolet,Aveo,2016
VEH-00483,SIN-00483,C707F480,qBr675326379UCOH,tSP9123,Toyota,RAV4,2013
VEH-00484,SIN-00484,L338B597,NWg293359719iHxp,lyN0002,Chevrolet,Spark,2021
VEH-00485,SIN-00485,H942M121,Kui191617703tKaG,hte8782,Toyota,RAV4,2023
VEH-00486,SIN-00486,H846K725,iZO579528513llfN,Qnd4155,Nissan,Frontier,2024
VEH-00487,SIN-00487,R212L808,suL719832352xLKn,cYf9620,Toyota,Yaris,2024
VEH-00488,SIN-00488,M608D501,fpl935585946EoTk,DLR6053,Hyundai,Elantra,2024
VEH-00489,SIN-00489,F627E384,FVv624959740VxCj,yvr8885,Chevrolet,Aveo,2015
VEH-00490,SIN-00490,P223P237,zSr973767249EgGo,Wey8669,Toyota,Corolla,2022
VEH-00491,SIN-00491,M833P343,YHK928683360HLBE,FBo1075,Nissan,Frontier,2014
VEH-00492,SIN-00492,A569P174,ZUm126674744LRVO,EzX8353,Toyota,RAV4,2012
VEH-00493,SIN-00493,E156L721,blg264731776DrTg,RpH1296,Hyundai,Elantra,2020
VEH-00494,SIN-00494,P709Q571,rEo615125541izUC,qfv1971,Hyundai,Accent,2016
VEH-00495,SIN-00495,G809P124,Nky646633070HBkP,HDu0896,Chevrolet,Spark,2023
VEH-00496,SIN-00496,B211B180,bWh139647167KxBC,GWz1523,Mazda,BT-50,2024
VEH-00497,SIN-00497,D969B850,tiW697056240Dxfz,gwC2563,Kia,Sportage,2021
VEH-00498,SIN-00498,R951D650,hma212684131jYOc,TRk7092,Chevrolet,D-Max,2012
VEH-00499,SIN-00499,N772D495,opi609110022RXvK,veo7328,Hyundai,Tucson,2020
VEH-00500,SIN-00500,D517R824,aOu395424156GjzW,IOz2097,Mazda,BT-50,2013
VEH-00501,SIN-00501,M530B458,fth321508127Ibtj,GTi5621,Mazda,3,2022
VEH-00502,SIN-00502,N442N876,opS974319939jHkk,xjo6058,Mazda,CX-5,2018
VEH-00503,SIN-00503,F636B112,Pbm903798967BgGb,uUq5756,Kia,Sorento,2014
VEH-00504,SIN-00504,R260A841,Pce456030672NPaA,qbM3820,Nissan,Versa,2022
VEH-00505,SIN-00505,K558E747,RzX657608652KcPz,lWn1106,Nissan,Kicks,2019
VEH-00506,SIN-00506,M530K118,FOb964779631QVzA,VbK6256,Chevrolet,Aveo,2020
VEH-00507,SIN-00507,A646H150,OrP635532903UwdJ,QHA9708,Chevrolet,Aveo,2021
VEH-00508,SIN-00508,M205J454,bpy492506295FNfa,xvJ6362,Kia,Picanto,2021
VEH-00509,SIN-00509,G521Q181,dsn821836674DzUK,mQj4322,Mazda,BT-50,2018
VEH-00510,SIN-00510,J677B545,zHv396865571oPod,dlw2730,Kia,Sorento,2020
VEH-00511,SIN-00511,P560M170,Yzi275380615Niho,KzQ7701,Mazda,BT-50,2024
VEH-00512,SIN-00512,D186P411,Knf635523653hNiE,URp0246,Kia,Picanto,2018
VEH-00513,SIN-00513,M784M940,WGP540949662fOHG,JqP1518,Toyota,Yaris,2015
VEH-00514,SIN-00514,H868C615,sZm864360668NquR,bpg9772,Hyundai,Accent,2022
VEH-00515,SIN-00515,Q314E116,cwz663377740RdJJ,sAF3211,Nissan,Versa,2014
VEH-00516,SIN-00516,M538L876,Mse662805118NFCf,gVO4208,Hyundai,Tucson,2015
VEH-00517,SIN-00517,R593H118,Xxv051225155SJtE,OSM9135,Kia,Sportage,2013
VEH-00518,SIN-00518,R804R210,wMD556676204LzdR,KIv5766,Kia,Sportage,2018
VEH-00519,SIN-00519,M389R789,usY275745784VdDh,AQA5688,Toyota,Hilux,2012
VEH-00520,SIN-00520,E368B241,dli279238673qiZo,HQo0585,Toyota,RAV4,2016
VEH-00521,SIN-00521,L124B450,UxU607548033OrKg,ion4263,Hyundai,Santa Fe,2021
VEH-00522,SIN-00522,B781G681,yIO615614901qLqS,CuI9602,Toyota,Yaris,2018
VEH-00523,SIN-00523,Q342R238,NcL278902002hVZp,atc9943,Nissan,Frontier,2018
VEH-00524,SIN-00524,N319A307,fSJ451363104xYfo,peg0415,Toyota,RAV4,2015
VEH-00525,SIN-00525,H890B128,HAQ623540844TOYn,tjz3279,Mazda,3,2021
VEH-00526,SIN-00526,K328L261,leF018767747yvMH,eCl6502,Toyota,RAV4,2021
VEH-00527,SIN-00527,A603J208,CJy806923937LqjA,WUU6991,Chevrolet,Aveo,2021
VEH-00528,SIN-00528,P421J523,KRQ503004978vKTQ,QNv7128,Mazda,2,2014
VEH-00529,SIN-00529,R809G467,dOf183065916Uwev,Wpg0803,Mazda,3,2020
VEH-00530,SIN-00530,N260E444,CpV991463747vyhL,zIM9937,Mazda,CX-5,2019
VEH-00531,SIN-00531,N157A269,Hxo915222075NUUc,kqs5928,Hyundai,Tucson,2015
VEH-00532,SIN-00532,E329K139,tFo258732209obKA,Xko1177,Toyota,RAV4,2018
VEH-00533,SIN-00533,Q562D288,BFt068015502SHsr,wWg3846,Nissan,Frontier,2013
VEH-00534,SIN-00534,M631B945,RUx549645697BGlN,pzU4362,Nissan,Frontier,2013
VEH-00535,SIN-00535,F890A444,tvu382270432zANC,uas0314,Mazda,3,2018
VEH-00536,SIN-00536,P144D970,BNR084146673YRyP,kIy8139,Kia,Sportage,2015
VEH-00537,SIN-00537,E599K889,Eej113638532molk,ofg3583,Mazda,BT-50,2019
VEH-00538,SIN-00538,B697N918,YCZ061932928qpUX,gtp2229,Nissan,Kicks,2018
VEH-00539,SIN-00539,L243R500,ODU593482584WLaq,Fvi8725,Toyota,RAV4,2020
VEH-00540,SIN-00540,K410E115,ywt682407573Alzr,XjG0627,Hyundai,Tucson,2014
VEH-00541,SIN-00541,E357N295,NjX761012910VaDe,RmJ7413,Hyundai,Accent,2015
VEH-00542,SIN-00542,H573C407,aHj288661307pPsM,Skr6228,Kia,Picanto,2012
VEH-00543,SIN-00543,C957D645,rUr690293747viBk,EbC3204,Chevrolet,Spark,2023
VEH-00544,SIN-00544,N795N746,Jiu694188571injQ,Mhg8895,Chevrolet,Spark,2016
VEH-00545,SIN-00545,H785P106,URy418801285NsDr,RHQ9126,Toyota,Yaris,2013
VEH-00546,SIN-00546,J565C994,LwD117452692UDsz,hPa1035,Toyota,Corolla,2013
VEH-00547,SIN-00547,E851L967,dvy848130258Wers,cas8079,Mazda,2,2022
VEH-00548,SIN-00548,E411R519,GyI888437923LOmp,Sbn2527,Nissan,Kicks,2016
VEH-00549,SIN-00549,B325J180,zaD214325270IWnl,WBq7199,Toyota,RAV4,2013
VEH-00550,SIN-00550,C628D213,uNo478007119zkDd,wax7651,Chevrolet,Spark,2016
VEH-00551,SIN-00551,L187H260,Zhw544102423xjVP,aTU6611,Toyota,RAV4,2022
VEH-00552,SIN-00552,Q994A417,Tzu524255564DCHb,gBp4136,Toyota,RAV4,2019
VEH-00553,SIN-00553,M524A686,rki909651166LZps,fwK4078,Toyota,RAV4,2024
VEH-00554,SIN-00554,N564D403,hQK422738217TVjO,vQt3092,Toyota,Yaris,2020
VEH-00555,SIN-00555,C122G207,UTX839529744KooZ,skO1996,Chevrolet,Captiva,2024
VEH-00556,SIN-00556,N378L585,Xew075155003sqFb,nyH6912,Hyundai,Tucson,2024
VEH-00557,SIN-00557,Q435R714,SeJ929510127aaty,wLj8980,Chevrolet,Captiva,2024
VEH-00558,SIN-00558,Q843J127,XGY193714757WUgx,vte4155,Toyota,Hilux,2015
VEH-00559,SIN-00559,J364Q103,Cvx662300983NUyl,PDb9688,Kia,Sportage,2015
VEH-00560,SIN-00560,D825H502,CiU422173559PKLk,LOu4927,Mazda,BT-50,2013
VEH-00561,SIN-00561,N407C104,LSs247162408LDCL,iJV9421,Chevrolet,Aveo,2012
VEH-00562,SIN-00562,F536Q459,ANx279810686KAPz,Jtk0580,Chevrolet,D-Max,2013
VEH-00563,SIN-00563,B456R506,dJm875614348Dlmx,wKb7034,Nissan,Kicks,2013
VEH-00564,SIN-00564,B183A646,MnM456400500eYwl,oRF8716,Nissan,Sentra,2022
VEH-00565,SIN-00565,K516D269,Zjj018958350QKti,EfW7999,Hyundai,Santa Fe,2015
VEH-00566,SIN-00566,B497K121,yPr210208061LokC,qgs6490,Kia,Rio,2016
VEH-00567,SIN-00567,K633N575,hEJ859103761OzXb,EEq2612,Kia,Picanto,2020
