id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-00499,ASG-00106,Hogar,2024-12-21,2025-12-21,809.55,40745.6,743.65,Directo,Manta,Cancelada
POL-00501,ASG-00032,Hogar,2025-01-23,2026-01-23,1831.83,48555.48,200.67,Digital,Ambato,Activa
POL-00504,ASG-00097,Generales,2025-05-04,2026-05-04,953.81,46601.69,871.97,Broker,Quito,Vencida
POL-00508,ASG-00182,Salud,2025-03-15,2026-03-15,615.84,32205.8,662.35,Broker,Loja,Cancelada
POL-00509,ASG-00257,Hogar,2024-08-02,2025-08-02,998.42,29577.48,493.58,Agente,Guayaquil,Cancelada
POL-00511,ASG-00375,Generales,2024-08-22,2025-08-22,1972.08,49265.08,823.1,Directo,Guayaquil,Cancelada
POL-00513,ASG-00325,Generales,2024-08-29,2025-08-29,1656.77,19062.49,242.22,Digital,Cuenca,Cancelada
POL-00514,ASG-00399,Vehiculos,2025-05-23,2026-05-23,1097.08,28069.84,575.39,Digital,Guayaquil,Vencida
POL-00515,ASG-00181,Hogar,2024-06-26,2025-06-26,791.65,6589.68,938.29,Digital,Manta,Cancelada
POL-00516,ASG-00289,Hogar,2024-11-26,2025-11-26,404.41,26292.22,335.26,Agente,Ambato,Cancelada
POL-00518,ASG-00130,Salud,2024-07-29,2025-07-29,1346.86,17384.77,405.56,Agente,Loja,Cancelada
POL-00520,ASG-00359,Salud,2025-08-13,2026-08-13,1124.36,40971.74,889.61,Digital,Manta,Activa
POL-00521,ASG-00075,Generales,2024-07-10,2025-07-10,1887.7,11936.76,596.76,Directo,Ambato,Vencida
POL-00526,ASG-00230,Vida,2025-01-02,2026-01-02,1453.44,48279.32,746.3,Agente,Quito,Activa
POL-00527,ASG-00273,Hogar,2025-06-23,2026-06-23,1925.51,24430.36,934.43,Digital,Cuenca,Vencida
POL-00529,ASG-00384,Salud,2025-03-25,2026-03-25,1548.33,31492.59,355.94,Digital,Loja,Cancelada
POL-00530,ASG-00354,Salud,2024-07-27,2025-07-27,832.56,5476.01,206.78,Agente,Quito,Activa
POL-00532,ASG-00099,Vehiculos,2025-06-16,2026-06-16,340.29,9137.36,950.8,Broker,Cuenca,Cancelada
POL-00533,ASG-00327,Vehiculos,2025-02-24,2026-02-24,1503.73,10398.97,885.15,Broker,Cuenca,Vencida
POL-00534,ASG-00337,Generales,2024-07-09,2025-07-09,1665.44,13314.59,288.68,Broker,Ambato,Vencida
POL-00535,ASG-00151,Vida,2024-06-20,2025-06-20,1422.81,8407.14,562.76,Digital,Ambato,Vencida
POL-00536,ASG-00355,Hogar,2025-04-05,2026-04-05,737.47,40132.91,421.83,Agente,Guayaquil,Vencida
POL-00538,ASG-00036,Vida,2024-09-26,2025-09-26,1965.02,14030.11,514.11,Directo,Quito,Activa
POL-00539,ASG-00074,Generales,2024-11-26,2025-11-26,1606.8,14827.39,714.67,Directo,Manta,Cancelada
POL-00544,ASG-00197,Vida,2025-05-17,2026-05-17,506.05,29088.68,993.28,Digital,Cuenca,Cancelada
POL-00547,ASG-00284,Vehiculos,2025-05-05,2026-05-05,1944.77,34733.03,439.1,Directo,Guayaquil,Activa
POL-00548,ASG-00323,Hogar,2024-11-09,2025-11-09,1127.06,44834.64,550.39,Broker,Cuenca,Activa
POL-00550,ASG-00277,Hogar,2024-12-12,2025-12-12,1149.46,48422.92,849.42,Agente,Cuenca,Activa
POL-00551,ASG-00174,Vehiculos,2025-06-10,2026-06-10,874.12,37445.54,524.41,Broker,Guayaquil,Cancelada
POL-00552,ASG-00342,Generales,2025-05-22,2026-05-22,1079.23,35513.5,899.4,Broker,Manta,Cancelada
POL-00553,ASG-00297,Salud,2025-03-21,2026-03-21,1872.19,6659.5,313.27,Agente,Manta,Vencida
POL-00556,ASG-00255,Generales,2024-11-07,2025-11-07,1658.6,14925.76,843.56,Directo,Quito,Vencida
POL-00557,ASG-00378,Vida,2024-11-17,2025-11-17,851.2,48913.4,660.77,Broker,Guayaquil,Vencida
POL-00559,ASG-00087,Hogar,2025-04-17,2026-04-17,1240.79,24739.75,940.54,Agente,Quito,Activa
POL-00562,ASG-00356,Vida,2025-07-20,2026-07-20,1477.01,14277.21,711.86,Directo,Quito,Vencida
POL-00567,ASG-00091,Salud,2024-07-06,2025-07-06,1439.24,6940.2,715.89,Digital,Quito,Activa
POL-00568,ASG-00223,Hogar,2024-10-20,2025-10-20,868.3,41231.92,806.73,Agente,Quito,Activa
POL-00570,ASG-00060,Vehiculos,2025-08-03,2026-08-03,1821.63,37463.14,674.17,Digital,Manta,Vencida
POL-00574,ASG-00235,Salud,2024-07-21,2025-07-21,1374.44,48900.02,361.77,Broker,Loja,Activa
POL-00575,ASG-00355,Generales,2024-08-01,2025-08-01,401.41,11142.57,881.32,Directo,Guayaquil,Vencida
POL-00576,ASG-00088,Hogar,2024-10-29,2025-10-29,673.75,18282.27,325.43,Broker,Manta,Cancelada
POL-00577,ASG-00284,Salud,2024-07-27,2025-07-27,447.01,43563.82,591.37,Broker,Guayaquil,Cancelada
POL-00579,ASG-00168,Vida,2024-09-12,2025-09-12,1285.09,45132.02,673.42,Broker,Loja,Cancelada
POL-00582,ASG-00124,Vehiculos,2024-12-18,2025-12-18,1249.43,5559.03,785.43,Broker,Quito,Activa
POL-00584,ASG-00361,Vida,2025-05-12,2026-05-12,1758.47,38627.9,219.53,Directo,Guayaquil,Vencida
POL-00585,ASG-00396,Salud,2024-09-23,2025-09-23,1786.14,23241.22,831.89,Digital,Cuenca,Cancelada
POL-00587,ASG-00017,Hogar,2025-01-21,2026-01-21,1024.03,17140.52,956.88,Broker,Loja,Cancelada
POL-00598,ASG-00178,Vida,2025-01-18,2026-01-18,1054.56,34010.8,433.21,Agente,Loja,Activa
