id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion,nombre_pdf
DOC-000599,SIN-00164,Informe perito,True,True,2025-05-30,False,Sin observaciones,
DOC-000600,SIN-00165,Factura taller,False,False,2025-03-10,True,Fecha previa al evento detectada,
DOC-000601,SIN-00165,Cedula asegurado,False,False,2025-03-10,True,Fecha previa al evento detectada,
DOC-000602,SIN-00165,Foto evidencia,False,False,2025-03-13,True,Fecha previa al evento detectada,
DOC-000603,SIN-00165,Informe perito,False,False,2025-03-10,True,Fecha previa al evento detectada,
DOC-000608,SIN-00167,Foto evidencia,False,False,2025-07-24,True,Fecha previa al evento detectada,
DOC-000609,SIN-00167,Factura taller,False,False,2025-07-25,True,Fecha previa al evento detectada,
DOC-000615,SIN-00169,Cedula asegurado,False,True,2025-07-15,False,Sin observaciones,
DOC-000616,SIN-00169,Foto evidencia,False,True,2025-07-13,False,Sin observaciones,
DOC-000619,SIN-00171,Cedula asegurado,False,True,2024-12-23,False,Sin observaciones,
DOC-000620,SIN-00171,Factura taller,False,False,2024-12-20,True,Fecha previa al evento detectada,
DOC-000621,SIN-00171,Informe perito,False,False,2024-12-20,True,Fecha previa al evento detectada,
DOC-000622,SIN-00172,Denuncia policial,False,True,2025-06-02,False,Sin observaciones,
DOC-000623,SIN-00172,Informe perito,False,False,2025-06-05,True,Fecha previa al evento detectada,
DOC-000624,SIN-00172,Factura taller,False,False,2025-06-03,True,Fecha previa al evento detectada,
DOC-000625,SIN-00173,Foto evidencia,True,True,2024-09-14,False,Sin observaciones,
DOC-000626,SIN-00173,Factura taller,True,True,2024-09-12,False,Sin observaciones,
DOC-000627,SIN-00173,Cedula asegurado,True,True,2024-09-13,False,Sin observaciones,
DOC-000628,SIN-00173,Informe perito,True,True,2024-09-16,False,Sin observaciones,
DOC-000634,SIN-00175,Informe perito,False,False,2025-01-08,True,Fecha previa al evento detectada,
DOC-000635,SIN-00175,Cedula asegurado,False,True,2025-01-11,False,Sin observaciones,
DOC-000636,SIN-00176,Factura taller,True,True,2025-06-26,False,Sin observaciones,
DOC-000637,SIN-00176,Denuncia policial,True,True,2025-06-27,False,Sin observaciones,
DOC-000640,SIN-00178,Informe perito,False,True,2025-08-15,False,Sin observaciones,
DOC-000641,SIN-00178,Denuncia policial,False,True,2025-08-18,False,Sin observaciones,
DOC-000642,SIN-00178,Cedula asegurado,False,True,2025-08-16,False,Sin observaciones,
DOC-000643,SIN-00179,Foto evidencia,False,True,2025-06-13,False,Sin observaciones,
DOC-000644,SIN-00179,Factura taller,False,True,2025-06-13,False,Sin observaciones,
DOC-000645,SIN-00179,Informe perito,False,True,2025-06-10,False,Sin observaciones,
DOC-000646,SIN-00179,Cedula asegurado,False,True,2025-06-11,False,Sin observaciones,
DOC-000647,SIN-00179,Denuncia policial,False,True,2025-06-11,False,Sin observaciones,
DOC-000648,SIN-00180,Denuncia policial,True,True,2025-02-05,False,Sin observaciones,
DOC-000649,SIN-00180,Factura taller,True,True,2025-02-05,False,Sin observaciones,
DOC-000650,SIN-00180,Foto evidencia,True,True,2025-02-05,False,Sin observaciones,
DOC-000651,SIN-00181,Cedula asegurado,True,True,2024-07-07,False,Sin observaciones,
DOC-000652,SIN-00181,Denuncia policial,True,True,2024-07-05,False,Sin observaciones,
DOC-000653,SIN-00181,Foto evidencia,True,True,2024-07-06,False,Sin observaciones,
DOC-000654,SIN-00181,Informe perito,True,True,2024-07-09,False,Sin observaciones,
DOC-000655,SIN-00181,Factura taller,True,True,2024-07-06,False,Sin observaciones,
DOC-000656,SIN-00182,Foto evidencia,False,True,2024-09-06,False,Sin observaciones,
DOC-000657,SIN-00182,Cedula asegurado,False,True,2024-09-08,False,Sin observaciones,
DOC-000658,SIN-00182,Factura taller,False,True,2024-09-10,False,Sin observaciones,
DOC-000659,SIN-00182,Informe perito,False,True,2024-09-09,False,Sin observaciones,
DOC-000660,SIN-00182,Denuncia policial,False,True,2024-09-07,False,Sin observaciones,
DOC-000661,SIN-00183,Denuncia policial,False,True,2025-05-05,False,Sin observaciones,
DOC-000662,SIN-00183,Cedula asegurado,False,True,2025-05-06,False,Sin observaciones,
DOC-000670,SIN-00186,Denuncia policial,True,True,2024-09-17,False,Sin observaciones,
DOC-000671,SIN-00186,Foto evidencia,True,True,2024-09-18,False,Sin observaciones,
DOC-000672,SIN-00186,Cedula asegurado,True,True,2024-09-16,False,Sin observaciones,
DOC-000673,SIN-00186,Factura taller,True,True,2024-09-19,False,Sin observaciones,
DOC-000674,SIN-00186,Informe perito,True,True,2024-09-17,False,Sin observaciones,
DOC-000683,SIN-00190,Informe perito,True,True,2024-11-13,False,Sin observaciones,
DOC-000684,SIN-00190,Denuncia policial,True,True,2024-11-14,False,Sin observaciones,
DOC-000685,SIN-00190,Foto evidencia,True,True,2024-11-13,False,Sin observaciones,
DOC-000695,SIN-00194,Denuncia policial,True,True,2025-07-31,False,Sin observaciones,
DOC-000696,SIN-00194,Informe perito,True,True,2025-08-01,False,Sin observaciones,
DOC-000697,SIN-00194,Foto evidencia,True,True,2025-07-30,False,Sin observaciones,
DOC-000698,SIN-00195,Denuncia policial,True,True,2025-05-28,False,Sin observaciones,
DOC-000699,SIN-00195,Cedula asegurado,True,True,2025-05-31,False,Sin observaciones,
DOC-000700,SIN-00195,Factura taller,True,True,2025-06-01,False,Sin observaciones,
DOC-000701,SIN-00195,Foto evidencia,True,True,2025-05-30,False,Sin observaciones,
DOC-000702,SIN-00196,Cedula asegurado,True,True,2025-03-28,False,Sin observaciones,
DOC-000703,SIN-00196,Foto evidencia,True,True,2025-03-30,False,Sin observaciones,
DOC-000709,SIN-00198,Foto evidencia,False,True,2025-05-13,False,Sin observaciones,
DOC-000710,SIN-00198,Denuncia policial,False,True,2025-05-15,False,Sin observaciones,
DOC-000711,SIN-00198,Factura taller,False,True,2025-05-15,False,Sin observaciones,
DOC-000712,SIN-00198,Informe perito,False,True,2025-05-13,False,Sin observaciones,
DOC-000713,SIN-00199,Factura taller,True,True,2024-10-26,False,Sin observaciones,
DOC-000714,SIN-00199,Denuncia policial,True,True,2024-10-29,False,Sin observaciones,
DOC-000715,SIN-00199,Foto evidencia,True,True,2024-10-27,False,Sin observaciones,
DOC-000716,SIN-00200,Factura taller,True,True,2025-04-27,False,Sin observaciones,
DOC-000717,SIN-00200,Foto evidencia,True,True,2025-04-26,False,Sin observaciones,
DOC-000718,SIN-00200,Denuncia policial,True,True,2025-04-27,False,Sin observaciones,
DOC-000732,SIN-00204,Informe perito,True,True,2025-08-23,False,Sin observaciones,
DOC-000733,SIN-00204,Denuncia policial,True,True,2025-08-22,False,Sin observaciones,
DOC-000734,SIN-00204,Cedula asegurado,True,True,2025-08-24,False,Sin observaciones,
DOC-000735,SIN-00204,Foto evidencia,True,True,2025-08-24,False,Sin observaciones,
DOC-000742,SIN-00207,Cedula asegurado,True,True,2024-09-21,False,Sin observaciones,
DOC-000743,SIN-00207,Foto evidencia,True,True,2024-09-18,False,Sin observaciones,
DOC-000744,SIN-00207,Informe perito,True,True,2024-09-22,False,Sin observaciones,
DOC-000745,SIN-00208,Factura taller,True,True,2025-08-15,False,Sin observaciones,
DOC-000746,SIN-00208,Informe perito,True,True,2025-08-14,False,Sin observaciones,
DOC-000747,SIN-00209,Cedula asegurado,True,True,2024-09-03,False,Sin observaciones,
DOC-000748,SIN-00209,Factura taller,True,True,2024-09-03,False,Sin observaciones,
DOC-000749,SIN-00209,Denuncia policial,True,True,2024-09-01,False,Sin observaciones,
DOC-000750,SIN-00210,Denuncia policial,True,True,2025-02-02,False,Sin observaciones,
DOC-000751,SIN-00210,Informe perito,True,True,2025-02-04,False,Sin observaciones,
DOC-000752,SIN-00210,Foto evidencia,True,True,2025-01-31,False,Sin observaciones,
DOC-000753,SIN-00210,Cedula asegurado,True,True,2025-02-04,False,Sin observaciones,
DOC-000754,SIN-00210,Factura taller,True,True,2025-02-03,False,Sin observaciones,
DOC-000768,SIN-00215,Informe perito,True,True,2025-07-02,False,Sin observaciones,
DOC-000769,SIN-00215,Factura taller,True,True,2025-06-30,False,Sin observaciones,
DOC-000770,SIN-00215,Cedula asegurado,True,True,2025-06-29,False,Sin observaciones,
DOC-000771,SIN-00215,Denuncia policial,True,True,2025-07-02,False,Sin observaciones,
DOC-000772,SIN-00215,Foto evidencia,True,True,2025-07-01,False,Sin observaciones,
DOC-000786,SIN-00219,Factura taller,True,True,2025-06-13,False,Sin observaciones,
DOC-000787,SIN-00219,Cedula asegurado,True,True,2025-06-10,False,Sin observaciones,
DOC-000788,SIN-00220,Foto evidencia,True,True,2024-08-27,False,Sin observaciones,
DOC-000789,SIN-00220,Factura taller,True,True,2024-09-01,False,Sin observaciones,
DOC-000800,SIN-00223,Cedula asegurado,True,True,2025-03-01,False,Sin observaciones,
DOC-000801,SIN-00223,Factura taller,True,True,2025-03-04,False,Sin observaciones,
DOC-000802,SIN-00223,Informe perito,True,True,2025-03-02,False,Sin observaciones,
DOC-000803,SIN-00223,Foto evidencia,True,True,2025-03-02,False,Sin observaciones,
DOC-000804,SIN-00223,Denuncia policial,True,True,2025-03-04,False,Sin observaciones,
DOC-000812,SIN-00226,Factura taller,False,False,2025-03-17,True,Fecha previa al evento detectada,
DOC-000813,SIN-00226,Cedula asegurado,False,True,2025-03-21,False,Sin observaciones,
DOC-000814,SIN-00226,Informe perito,False,False,2025-03-16,True,Fecha previa al evento detectada,
DOC-000815,SIN-00226,Foto evidencia,False,False,2025-03-21,True,Fecha previa al evento detectada,
DOC-000816,SIN-00226,Denuncia policial,False,False,2025-03-20,True,Fecha previa al evento detectada,
DOC-000817,SIN-00227,Informe perito,False,False,2024-07-30,True,Fecha previa al evento detectada,
DOC-000818,SIN-00227,Denuncia policial,False,True,2024-07-27,False,Sin observaciones,
DOC-000819,SIN-00227,Foto evidencia,False,False,2024-07-28,True,Fecha previa al evento detectada,
DOC-000820,SIN-00227,Factura taller,False,True,2024-07-27,False,Sin observaciones,
DOC-000821,SIN-00227,Cedula asegurado,False,True,2024-07-31,False,Sin observaciones,
DOC-000825,SIN-00229,Foto evidencia,True,True,2025-04-27,False,Sin observaciones,
DOC-000826,SIN-00229,Factura taller,True,True,2025-04-30,False,Sin observaciones,
DOC-000832,SIN-00232,Cedula asegurado,True,True,2025-03-04,False,Sin observaciones,
DOC-000833,SIN-00232,Factura taller,True,True,2025-03-05,False,Sin observaciones,
DOC-000834,SIN-00232,Foto evidencia,True,True,2025-03-05,False,Sin observaciones,
DOC-000835,SIN-00232,Denuncia policial,True,True,2025-03-03,False,Sin observaciones,
DOC-000836,SIN-00233,Factura taller,False,False,2024-10-23,True,Fecha previa al evento detectada,
DOC-000837,SIN-00233,Informe perito,False,True,2024-10-22,False,Sin observaciones,
DOC-000838,SIN-00233,Cedula asegurado,False,False,2024-10-26,True,Fecha previa al evento detectada,
DOC-000839,SIN-00233,Denuncia policial,False,False,2024-10-25,True,Fecha previa al evento detectada,
DOC-000840,SIN-00234,Foto evidencia,True,True,2024-07-24,False,Sin observaciones,
DOC-000841,SIN-00234,Denuncia policial,True,True,2024-07-24,False,Sin observaciones,
DOC-000842,SIN-00235,Factura taller,True,True,2025-07-04,False,Sin observaciones,
DOC-000843,SIN-00235,Cedula asegurado,True,True,2025-07-06,False,Sin observaciones,
DOC-000846,SIN-00237,Foto evidencia,True,True,2025-08-18,False,Sin observaciones,
DOC-000847,SIN-00237,Cedula asegurado,True,True,2025-08-18,False,Sin observaciones,
DOC-000848,SIN-00237,Informe perito,True,True,2025-08-19,False,Sin observaciones,
DOC-000849,SIN-00238,Denuncia policial,False,False,2025-03-11,True,Fecha previa al evento detectada,
DOC-000850,SIN-00238,Informe perito,False,True,2025-03-12,False,Sin observaciones,
DOC-000851,SIN-00239,Denuncia policial,False,True,2024-11-22,False,Sin observaciones,
DOC-000852,SIN-00239,Foto evidencia,False,False,2024-11-21,True,Fecha previa al evento detectada,
DOC-000853,SIN-00239,Cedula asegurado,False,False,2024-11-19,True,Fecha previa al evento detectada,
DOC-000854,SIN-00239,Factura taller,False,False,2024-11-20,True,Fecha previa al evento detectada,
DOC-000857,SIN-00241,Informe perito,True,True,2025-05-19,False,Sin observaciones,
DOC-000858,SIN-00241,Cedula asegurado,True,True,2025-05-18,False,Sin observaciones,
DOC-000862,SIN-00243,Cedula asegurado,True,True,2025-07-21,False,Sin observaciones,
DOC-000863,SIN-00243,Foto evidencia,True,True,2025-07-23,False,Sin observaciones,
DOC-000864,SIN-00243,Factura taller,True,True,2025-07-24,False,Sin observaciones,
DOC-000865,SIN-00243,Informe perito,True,True,2025-07-23,False,Sin observaciones,
DOC-000866,SIN-00243,Denuncia policial,True,True,2025-07-24,False,Sin observaciones,
DOC-000867,SIN-00244,Foto evidencia,True,True,2025-05-01,False,Sin observaciones,
DOC-000868,SIN-00244,Factura taller,True,True,2025-04-28,False,Sin observaciones,
DOC-000869,SIN-00244,Cedula asegurado,True,True,2025-05-01,False,Sin observaciones,
DOC-000870,SIN-00244,Informe perito,True,True,2025-04-28,False,Sin observaciones,
DOC-000871,SIN-00245,Cedula asegurado,True,True,2025-01-23,False,Sin observaciones,
DOC-000872,SIN-00245,Foto evidencia,True,True,2025-01-23,False,Sin observaciones,
DOC-000873,SIN-00245,Informe perito,True,True,2025-01-21,False,Sin observaciones,
DOC-000874,SIN-00246,Cedula asegurado,False,False,2024-06-04,True,Fecha previa al evento detectada,
DOC-000875,SIN-00246,Foto evidencia,False,True,2024-06-06,False,Sin observaciones,
DOC-000876,SIN-00246,Factura taller,False,True,2024-06-07,False,Sin observaciones,
DOC-000877,SIN-00247,Foto evidencia,True,True,2025-08-12,False,Sin observaciones,
DOC-000878,SIN-00247,Informe perito,True,True,2025-08-13,False,Sin observaciones,
DOC-000879,SIN-00247,Factura taller,True,True,2025-08-13,False,Sin observaciones,
DOC-000880,SIN-00247,Denuncia policial,True,True,2025-08-17,False,Sin observaciones,
DOC-000881,SIN-00247,Cedula asegurado,True,True,2025-08-16,False,Sin observaciones,
DOC-000882,SIN-00248,Denuncia policial,True,True,2025-06-04,False,Sin observaciones,
DOC-000883,SIN-00248,Foto evidencia,True,True,2025-06-05,False,Sin observaciones,
DOC-000884,SIN-00248,Factura taller,True,True,2025-06-06,False,Sin observaciones,
DOC-000885,SIN-00248,Informe perito,True,True,2025-06-06,False,Sin observaciones,
DOC-000889,SIN-00250,Informe perito,False,False,2025-03-19,True,Fecha previa al evento detectada,
DOC-000890,SIN-00250,Foto evidencia,False,True,2025-03-18,False,Sin observaciones,
DOC-000891,SIN-00250,Cedula asegurado,False,True,2025-03-15,False,Sin observaciones,
DOC-000897,SIN-00253,Foto evidencia,False,True,2025-02-07,False,Sin observaciones,
DOC-000898,SIN-00253,Denuncia policial,False,True,2025-02-06,False,Sin observaciones,
DOC-000899,SIN-00254,Informe perito,False,True,2025-06-13,False,Sin observaciones,
DOC-000900,SIN-00254,Foto evidencia,False,False,2025-06-12,True,Fecha previa al evento detectada,
DOC-000901,SIN-00254,Factura taller,False,False,2025-06-16,True,Fecha previa al evento detectada,
DOC-000904,SIN-00256,Informe perito,True,True,2025-06-03,False,Sin observaciones,
DOC-000905,SIN-00256,Cedula asegurado,True,True,2025-06-03,False,Sin observaciones,
DOC-000906,SIN-00256,Factura taller,True,True,2025-06-03,False,Sin observaciones,
DOC-000907,SIN-00256,Foto evidencia,True,True,2025-06-04,False,Sin observaciones,
DOC-000908,SIN-00257,Denuncia policial,True,True,2025-02-10,False,Sin observaciones,
DOC-000909,SIN-00257,Informe perito,True,True,2025-02-10,False,Sin observaciones,
DOC-000910,SIN-00257,Cedula asegurado,True,True,2025-02-14,False,Sin observaciones,
DOC-000914,SIN-00259,Denuncia policial,False,False,2025-07-03,True,Fecha previa al evento detectada,
DOC-000915,SIN-00259,Informe perito,False,True,2025-07-05,False,Sin observaciones,
DOC-000916,SIN-00259,Foto evidencia,False,True,2025-07-04,False,Sin observaciones,
DOC-000921,SIN-00261,Foto evidencia,True,True,2025-02-18,False,Sin observaciones,
DOC-000922,SIN-00261,Factura taller,True,True,2025-02-22,False,Sin observaciones,
DOC-000926,SIN-00263,Cedula asegurado,True,True,2025-08-24,False,Sin observaciones,
DOC-000927,SIN-00263,Foto evidencia,True,True,2025-08-28,False,Sin observaciones,
DOC-000928,SIN-00263,Denuncia policial,True,True,2025-08-25,False,Sin observaciones,
DOC-000929,SIN-00263,Factura taller,True,True,2025-08-26,False,Sin observaciones,
DOC-000930,SIN-00264,Denuncia policial,False,True,2025-04-30,False,Sin observaciones,
DOC-000931,SIN-00264,Factura taller,False,True,2025-05-05,False,Sin observaciones,
DOC-000932,SIN-00264,Informe perito,False,True,2025-05-04,False,Sin observaciones,
DOC-000942,SIN-00267,Denuncia policial,False,False,2025-07-01,True,Fecha previa al evento detectada,
DOC-000943,SIN-00267,Informe perito,False,False,2025-07-02,True,Fecha previa al evento detectada,
DOC-000944,SIN-00267,Foto evidencia,False,True,2025-06-30,False,Sin observaciones,
DOC-000945,SIN-00268,Denuncia policial,True,True,2025-04-15,False,Sin observaciones,
DOC-000946,SIN-00268,Factura taller,True,True,2025-04-14,False,Sin observaciones,
DOC-000947,SIN-00268,Foto evidencia,True,True,2025-04-12,False,Sin observaciones,
DOC-000948,SIN-00269,Factura taller,True,True,2024-07-21,False,Sin observaciones,
DOC-000949,SIN-00269,Denuncia policial,True,True,2024-07-22,False,Sin observaciones,
DOC-000950,SIN-00269,Foto evidencia,True,True,2024-07-18,False,Sin observaciones,
DOC-000951,SIN-00270,Factura taller,True,True,2025-08-08,False,Sin observaciones,
DOC-000952,SIN-00270,Foto evidencia,True,True,2025-08-08,False,Sin observaciones,
DOC-000953,SIN-00271,Informe perito,True,True,2025-02-02,False,Sin observaciones,
DOC-000954,SIN-00271,Denuncia policial,True,True,2025-02-03,False,Sin observaciones,
DOC-000955,SIN-00271,Cedula asegurado,True,True,2025-02-01,False,Sin observaciones,
DOC-000956,SIN-00271,Factura taller,True,True,2025-01-31,False,Sin observaciones,
DOC-000957,SIN-00271,Foto evidencia,True,True,2025-01-29,False,Sin observaciones,
DOC-000962,SIN-00273,Denuncia policial,True,True,2025-06-27,False,Sin observaciones,
DOC-000963,SIN-00273,Informe perito,True,True,2025-06-23,False,Sin observaciones,
DOC-000975,SIN-00277,Informe perito,True,True,2025-07-26,False,Sin observaciones,
DOC-000976,SIN-00277,Factura taller,True,True,2025-07-28,False,Sin observaciones,
DOC-000977,SIN-00277,Foto evidencia,True,True,2025-07-28,False,Sin observaciones,
DOC-000978,SIN-00277,Denuncia policial,True,True,2025-07-27,False,Sin observaciones,
DOC-000979,SIN-00277,Cedula asegurado,True,True,2025-07-28,False,Sin observaciones,
DOC-000985,SIN-00279,Informe perito,False,False,2024-12-01,True,Fecha previa al evento detectada,
DOC-000986,SIN-00279,Foto evidencia,False,True,2024-12-01,False,Sin observaciones,
DOC-000987,SIN-00279,Cedula asegurado,False,False,2024-11-28,True,Fecha previa al evento detectada,
DOC-000988,SIN-00279,Denuncia policial,False,False,2024-11-26,True,Fecha previa al evento detectada,
DOC-000989,SIN-00280,Foto evidencia,True,True,2025-02-20,False,Sin observaciones,
DOC-000990,SIN-00280,Cedula asegurado,True,True,2025-02-22,False,Sin observaciones,
DOC-000991,SIN-00280,Denuncia policial,True,True,2025-02-21,False,Sin observaciones,
DOC-000992,SIN-00280,Factura taller,True,True,2025-02-19,False,Sin observaciones,
DOC-000993,SIN-00280,Informe perito,True,True,2025-02-21,False,Sin observaciones,
DOC-000997,SIN-00282,Denuncia policial,True,True,2024-11-20,False,Sin observaciones,
DOC-000998,SIN-00282,Factura taller,True,True,2024-11-23,False,Sin observaciones,
DOC-000999,SIN-00282,Cedula asegurado,True,True,2024-11-18,False,Sin observaciones,
DOC-001000,SIN-00282,Informe perito,True,True,2024-11-22,False,Sin observaciones,
DOC-001001,SIN-00283,Factura taller,False,True,2024-06-07,False,Sin observaciones,
DOC-001002,SIN-00283,Denuncia policial,False,False,2024-06-06,True,Fecha previa al evento detectada,
DOC-001003,SIN-00283,Cedula asegurado,False,True,2024-06-03,False,Sin observaciones,
DOC-001004,SIN-00283,Foto evidencia,False,True,2024-06-05,False,Sin observaciones,
DOC-001005,SIN-00283,Informe perito,False,False,2024-06-04,True,Fecha previa al evento detectada,
DOC-001006,SIN-00284,Cedula asegurado,True,True,2025-08-18,False,Sin observaciones,
DOC-001007,SIN-00284,Foto evidencia,True,True,2025-08-13,False,Sin observaciones,
DOC-001012,SIN-00286,Foto evidencia,True,True,2024-12-20,False,Sin observaciones,
DOC-001013,SIN-00286,Denuncia policial,True,True,2024-12-18,False,Sin observaciones,
DOC-001014,SIN-00286,Factura taller,True,True,2024-12-17,False,Sin observaciones,
DOC-001015,SIN-00286,Informe perito,True,True,2024-12-18,False,Sin observaciones,
DOC-001016,SIN-00286,Cedula asegurado,True,True,2024-12-15,False,Sin observaciones,
DOC-001017,SIN-00287,Factura taller,True,True,2025-08-09,False,Sin observaciones,
DOC-001018,SIN-00287,Denuncia policial,True,True,2025-08-06,False,Sin observaciones,
DOC-001019,SIN-00288,Cedula asegurado,True,True,2025-07-13,False,Sin observaciones,
DOC-001020,SIN-00288,Informe perito,True,True,2025-07-12,False,Sin observaciones,
DOC-001023,SIN-00290,Denuncia policial,False,True,2025-08-15,False,Sin observaciones,
DOC-001024,SIN-00290,Cedula asegurado,False,True,2025-08-12,False,Sin observaciones,
DOC-001025,SIN-00290,Factura taller,False,True,2025-08-11,False,Sin observaciones,
DOC-001026,SIN-00290,Informe perito,False,True,2025-08-11,False,Sin observaciones,
DOC-001027,SIN-00290,Foto evidencia,False,True,2025-08-16,False,Sin observaciones,
DOC-001028,SIN-00291,Informe perito,True,True,2024-10-03,False,Sin observaciones,
DOC-001029,SIN-00291,Factura taller,True,True,2024-10-01,False,Sin observaciones,
DOC-001030,SIN-00291,Cedula asegurado,True,True,2024-10-02,False,Sin observaciones,
DOC-001031,SIN-00291,Denuncia policial,True,True,2024-10-04,False,Sin observaciones,
DOC-001032,SIN-00292,Factura taller,True,True,2025-07-03,False,Sin observaciones,
DOC-001033,SIN-00292,Denuncia policial,True,True,2025-07-02,False,Sin observaciones,
DOC-001034,SIN-00292,Cedula asegurado,True,True,2025-07-01,False,Sin observaciones,
DOC-001035,SIN-00292,Foto evidencia,True,True,2025-06-30,False,Sin observaciones,
DOC-001036,SIN-00292,Informe perito,True,True,2025-07-03,False,Sin observaciones,
DOC-001055,SIN-00298,Informe perito,True,True,2025-02-01,False,Sin observaciones,
DOC-001056,SIN-00298,Denuncia policial,True,True,2025-02-02,False,Sin observaciones,
DOC-001057,SIN-00299,Informe perito,True,True,2024-11-14,False,Sin observaciones,
DOC-001058,SIN-00299,Denuncia policial,True,True,2024-11-11,False,Sin observaciones,
DOC-001059,SIN-00299,Foto evidencia,True,True,2024-11-12,False,Sin observaciones,
DOC-001060,SIN-00300,Denuncia policial,True,True,2025-03-22,False,Sin observaciones,
DOC-001061,SIN-00300,Cedula asegurado,True,True,2025-03-23,False,Sin observaciones,
DOC-001062,SIN-00300,Informe perito,True,True,2025-03-23,False,Sin observaciones,
DOC-001063,SIN-00300,Foto evidencia,True,True,2025-03-26,False,Sin observaciones,
DOC-001064,SIN-00300,Factura taller,True,True,2025-03-23,False,Sin observaciones,
DOC-001069,SIN-00302,Factura taller,False,True,2024-10-17,False,Sin observaciones,
DOC-001070,SIN-00302,Informe perito,False,True,2024-10-16,False,Sin observaciones,
DOC-001071,SIN-00302,Cedula asegurado,False,True,2024-10-14,False,Sin observaciones,
DOC-001072,SIN-00302,Foto evidencia,False,True,2024-10-17,False,Sin observaciones,
DOC-001073,SIN-00302,Denuncia policial,False,True,2024-10-15,False,Sin observaciones,
DOC-001083,SIN-00305,Informe perito,False,True,2025-07-11,False,Sin observaciones,
DOC-001084,SIN-00305,Foto evidencia,False,True,2025-07-10,False,Sin observaciones,
DOC-001085,SIN-00305,Factura taller,False,True,2025-07-15,False,Sin observaciones,
DOC-001088,SIN-00307,Denuncia policial,True,True,2025-04-25,False,Sin observaciones,
DOC-001089,SIN-00307,Factura taller,True,True,2025-04-22,False,Sin observaciones,
DOC-001090,SIN-00307,Informe perito,True,True,2025-04-24,False,Sin observaciones,
DOC-001091,SIN-00307,Cedula asegurado,True,True,2025-04-26,False,Sin observaciones,
DOC-001092,SIN-00308,Denuncia policial,True,True,2025-01-07,False,Sin observaciones,
DOC-001093,SIN-00308,Factura taller,True,True,2025-01-08,False,Sin observaciones,
DOC-001094,SIN-00308,Informe perito,True,True,2025-01-06,False,Sin observaciones,
DOC-001095,SIN-00309,Foto evidencia,True,True,2025-06-22,False,Sin observaciones,
DOC-001096,SIN-00309,Factura taller,True,True,2025-06-24,False,Sin observaciones,
DOC-001097,SIN-00309,Cedula asegurado,True,True,2025-06-21,False,Sin observaciones,
DOC-001098,SIN-00309,Informe perito,True,True,2025-06-24,False,Sin observaciones,
DOC-001104,SIN-00311,Informe perito,False,True,2025-06-06,False,Sin observaciones,
DOC-001105,SIN-00311,Factura taller,False,True,2025-06-08,False,Sin observaciones,
DOC-001106,SIN-00311,Denuncia policial,False,True,2025-06-08,False,Sin observaciones,
DOC-001110,SIN-00313,Denuncia policial,True,True,2024-11-28,False,Sin observaciones,
DOC-001111,SIN-00313,Factura taller,True,True,2024-11-28,False,Sin observaciones,
DOC-001112,SIN-00313,Cedula asegurado,True,True,2024-11-30,False,Sin observaciones,
DOC-001113,SIN-00313,Foto evidencia,True,True,2024-11-28,False,Sin observaciones,
DOC-001114,SIN-00314,Denuncia policial,False,True,2024-12-08,False,Sin observaciones,
DOC-001115,SIN-00314,Foto evidencia,False,True,2024-12-06,False,Sin observaciones,
DOC-001116,SIN-00314,Informe perito,False,True,2024-12-06,False,Sin observaciones,
DOC-001117,SIN-00314,Factura taller,False,True,2024-12-07,False,Sin observaciones,
DOC-001118,SIN-00314,Cedula asegurado,False,True,2024-12-10,False,Sin observaciones,
DOC-001141,SIN-00321,Foto evidencia,True,True,2025-05-12,False,Sin observaciones,
DOC-001142,SIN-00321,Informe perito,True,True,2025-05-11,False,Sin observaciones,
DOC-001143,SIN-00321,Denuncia policial,True,True,2025-05-13,False,Sin observaciones,
DOC-001144,SIN-00322,Factura taller,False,True,2024-09-05,False,Sin observaciones,
DOC-001145,SIN-00322,Foto evidencia,False,True,2024-09-01,False,Sin observaciones,
DOC-001146,SIN-00322,Informe perito,False,True,2024-08-31,False,Sin observaciones,
DOC-001147,SIN-00323,Informe perito,False,True,2025-04-05,False,Sin observaciones,
DOC-001148,SIN-00323,Denuncia policial,False,True,2025-04-05,False,Sin observaciones,
DOC-001149,SIN-00323,Factura taller,False,True,2025-04-05,False,Sin observaciones,
DOC-001150,SIN-00323,Foto evidencia,False,True,2025-04-08,False,Sin observaciones,
DOC-001151,SIN-00323,Cedula asegurado,False,True,2025-04-06,False,Sin observaciones,
DOC-001154,SIN-00325,Factura taller,True,True,2025-01-07,False,Sin observaciones,
DOC-001155,SIN-00325,Foto evidencia,True,True,2025-01-07,False,Sin observaciones,
DOC-001156,SIN-00325,Denuncia policial,True,True,2025-01-11,False,Sin observaciones,
DOC-001157,SIN-00325,Informe perito,True,True,2025-01-10,False,Sin observaciones,
DOC-001158,SIN-00325,Cedula asegurado,True,True,2025-01-12,False,Sin observaciones,
DOC-001161,SIN-00327,Cedula asegurado,True,True,2024-08-31,False,Sin observaciones,
DOC-001162,SIN-00327,Denuncia policial,True,True,2024-08-31,False,Sin observaciones,
DOC-001163,SIN-00327,Factura taller,True,True,2024-09-01,False,Sin observaciones,
DOC-001166,SIN-00329,Cedula asegurado,False,True,2025-01-12,False,Sin observaciones,
