id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-00234,ASG-00196,Salud,2026-05-08,2027-05-08,390.21,7547.21,413.58,Broker,Guayaquil,Vencida
POL-00235,ASG-00350,Hogar,2025-05-18,2026-05-18,548.93,7791.48,827.49,Broker,Ambato,Cancelada
POL-00236,ASG-00017,Hogar,2026-04-25,2027-04-25,1683.84,9611.6,894.43,Broker,Loja,Cancelada
POL-00237,ASG-00332,Generales,2026-05-18,2027-05-18,961.11,27991.5,837.47,Digital,Loja,Cancelada
POL-00238,ASG-00341,Vehiculos,2026-05-17,2027-05-17,1875.02,22439.96,965.36,Digital,Quito,Cancelada
POL-00239,ASG-00028,Vehiculos,2025-11-28,2026-11-28,1564.24,14138.93,895.08,Directo,Loja,Activa
POL-00240,ASG-00325,Hogar,2026-03-12,2027-03-12,1583.68,29597.68,682.71,Broker,Cuenca,Vencida
POL-00241,ASG-00230,Salud,2025-04-17,2026-04-17,1971.87,8351.1,969.98,Agente,Quito,Vencida
POL-00242,ASG-00021,Vida,2024-05-29,2025-05-29,774.49,16890.78,328.74,Digital,Ambato,Activa
POL-00243,ASG-00170,Vida,2025-02-28,2026-02-28,1506.47,11966.26,322.96,Digital,Cuenca,Cancelada
POL-00244,ASG-00027,Generales,2025-05-20,2026-05-20,1733.34,18551.97,831.93,Digital,Quito,Activa
POL-00245,ASG-00363,Hogar,2025-05-30,2026-05-30,1193.17,48064.45,616.49,Broker,Guayaquil,Vencida
POL-00246,ASG-00279,Generales,2026-05-26,2027-05-26,985.81,20723.13,906.72,Digital,Loja,Vencida
POL-00247,ASG-00185,Hogar,2025-05-16,2026-05-16,671.36,38869.51,624.4,Agente,Loja,Activa
POL-00248,ASG-00343,Hogar,2026-02-07,2027-02-07,1057.63,45702.34,690.96,Broker,Loja,Activa
POL-00249,ASG-00350,Hogar,2025-03-15,2026-03-15,948.33,40829.3,290.7,Digital,Ambato,Cancelada
POL-00250,ASG-00371,Hogar,2025-07-02,2026-07-02,342.0,28259.05,816.4,Directo,Ambato,Vencida
POL-00251,ASG-00023,Hogar,2024-10-14,2025-10-14,1827.08,13663.06,611.12,Agente,Guayaquil,Activa
POL-00252,ASG-00396,Generales,2025-10-16,2026-10-16,1206.45,33211.99,368.63,Broker,Cuenca,Cancelada
POL-00253,ASG-00218,Vehiculos,2025-09-05,2026-09-05,649.49,42293.69,902.91,Directo,Loja,Cancelada
POL-00254,ASG-00037,Salud,2025-04-10,2026-04-10,340.38,37259.07,230.31,Agente,Manta,Activa
POL-00255,ASG-00092,Hogar,2025-06-27,2026-06-27,1248.74,30873.3,382.12,Digital,Manta,Vencida
POL-00256,ASG-00199,Vida,2025-06-05,2026-06-05,1371.37,24486.13,213.51,Agente,Guayaquil,Cancelada
POL-00257,ASG-00004,Generales,2025-09-23,2026-09-23,407.5,38567.8,236.41,Agente,Manta,Vencida
POL-00258,ASG-00258,Vehiculos,2025-12-23,2026-12-23,792.72,35864.54,685.25,Digital,Loja,Vencida
POL-00259,ASG-00196,Vida,2024-08-29,2025-08-29,1697.61,6386.86,325.06,Broker,Guayaquil,Activa
POL-00260,ASG-00383,Vida,2025-03-13,2026-03-13,1654.51,43226.03,435.98,Broker,Quito,Vencida
POL-00261,ASG-00347,Hogar,2025-04-08,2026-04-08,1927.57,5501.76,899.81,Broker,Ambato,Activa
POL-00262,ASG-00022,Vehiculos,2025-06-06,2026-06-06,1273.62,22733.68,638.02,Agente,Manta,Vencida
POL-00263,ASG-00108,Hogar,2026-05-10,2027-05-10,659.95,45753.26,881.17,Broker,Cuenca,Activa
POL-00264,ASG-00095,Salud,2024-08-03,2025-08-03,1348.7,16373.38,291.7,Agente,Loja,Cancelada
POL-00265,ASG-00237,Generales,2024-09-11,2025-09-11,424.35,35225.84,400.55,Broker,Cuenca,Cancelada
POL-00266,ASG-00298,Vida,2026-04-23,2027-04-23,1917.62,21071.23,737.04,Broker,Cuenca,Activa
POL-00267,ASG-00146,Generales,2026-01-07,2027-01-07,418.68,13707.44,588.69,Digital,Ambato,Cancelada
POL-00268,ASG-00338,Hogar,2024-06-01,2025-06-01,1478.88,11857.77,653.49,Digital,Loja,Vencida
POL-00269,ASG-00087,Vehiculos,2026-01-24,2027-01-24,832.47,40354.71,769.76,Directo,Quito,Vencida
POL-00270,ASG-00185,Salud,2025-12-23,2026-12-23,1455.29,19920.33,583.96,Directo,Loja,Vencida
POL-00271,ASG-00397,Hogar,2025-12-08,2026-12-08,1127.85,9897.47,716.44,Agente,Quito,Vencida
POL-00272,ASG-00072,Generales,2025-01-29,2026-01-29,633.93,38009.51,701.3,Agente,Ambato,Activa
POL-00273,ASG-00260,Vehiculos,2026-04-09,2027-04-09,1681.49,31050.54,815.36,Broker,Ambato,Activa
POL-00274,ASG-00283,Hogar,2025-12-19,2026-12-19,1223.9,49942.77,577.68,Broker,Cuenca,Vencida
POL-00275,ASG-00201,Salud,2025-12-09,2026-12-09,1815.44,31532.03,885.73,Broker,Loja,Vencida
POL-00276,ASG-00257,Generales,2025-01-20,2026-01-20,453.94,21373.95,208.47,Broker,Guayaquil,Cancelada
POL-00277,ASG-00351,Salud,2026-03-14,2027-03-14,1587.25,11316.68,327.38,Broker,Guayaquil,Cancelada
POL-00278,ASG-00375,Vida,2026-02-12,2027-02-12,1896.6,6818.89,809.18,Broker,Guayaquil,Activa
POL-00279,ASG-00136,Hogar,2024-08-31,2025-08-31,697.83,35086.35,614.31,Digital,Guayaquil,Vencida
POL-00280,ASG-00241,Vida,2025-01-01,2026-01-01,1798.64,6795.71,718.82,Agente,Ambato,Cancelada
POL-00281,ASG-00267,Hogar,2025-12-19,2026-12-19,1719.28,16849.22,635.48,Broker,Loja,Vencida
POL-00282,ASG-00335,Vida,2025-06-08,2026-06-08,921.0,34400.14,868.38,Digital,Cuenca,Vencida
POL-00283,ASG-00115,Generales,2024-06-20,2025-06-20,989.93,41775.65,476.03,Directo,Ambato,Cancelada
POL-00284,ASG-00004,Generales,2024-10-27,2025-10-27,1799.46,24795.44,383.99,Digital,Manta,Activa
POL-00285,ASG-00077,Salud,2024-05-28,2025-05-28,567.51,32090.91,853.56,Broker,Guayaquil,Vencida
POL-00286,ASG-00170,Vehiculos,2025-03-11,2026-03-11,1118.58,26546.66,368.56,Broker,Cuenca,Cancelada
POL-00287,ASG-00211,Vehiculos,2025-10-26,2026-10-26,714.24,10754.83,673.88,Broker,Manta,Cancelada
POL-00288,ASG-00263,Vehiculos,2025-03-04,2026-03-04,1814.36,11608.93,333.07,Broker,Cuenca,Cancelada
POL-00289,ASG-00208,Generales,2024-12-16,2025-12-16,1947.71,33693.02,902.81,Digital,Manta,Activa
POL-00290,ASG-00111,Vida,2024-08-16,2025-08-16,1331.09,26213.61,585.33,Broker,Loja,Vencida
POL-00291,ASG-00308,Salud,2026-01-24,2027-01-24,1650.85,41920.39,345.51,Digital,Ambato,Activa
POL-00292,ASG-00371,Hogar,2025-01-05,2026-01-05,1868.0,31844.0,255.07,Directo,Ambato,Vencida
POL-00293,ASG-00068,Vehiculos,2024-11-21,2025-11-21,328.16,28522.01,927.47,Directo,Loja,Activa
POL-00294,ASG-00311,Vehiculos,2024-08-17,2025-08-17,601.62,45572.37,679.85,Agente,Cuenca,Activa
POL-00295,ASG-00247,Salud,2024-07-18,2025-07-18,1833.37,29267.87,200.96,Directo,Manta,Cancelada
POL-00296,ASG-00216,Hogar,2024-07-29,2025-07-29,1787.2,36393.93,543.17,Directo,Ambato,Vencida
POL-00297,ASG-00180,Generales,2024-11-17,2025-11-17,1667.86,45853.65,869.75,Agente,Manta,Vencida
POL-00298,ASG-00069,Hogar,2026-01-23,2027-01-23,1111.14,15463.08,887.24,Digital,Cuenca,Cancelada
POL-00299,ASG-00279,Vida,2025-06-02,2026-06-02,738.27,5246.13,794.92,Agente,Loja,Cancelada
POL-00300,ASG-00268,Vehiculos,2026-05-20,2027-05-20,1183.6,21876.34,364.33,Digital,Manta,Vencida
POL-00301,ASG-00186,Vehiculos,2026-02-04,2027-02-04,563.12,34320.92,402.91,Directo,Quito,Cancelada
POL-00302,ASG-00188,Generales,2024-07-19,2025-07-19,768.45,35627.26,803.98,Directo,Quito,Cancelada
POL-00303,ASG-00286,Vida,2025-04-19,2026-04-19,603.82,30159.22,587.01,Digital,Cuenca,Cancelada
POL-00304,ASG-00177,Vida,2024-09-27,2025-09-27,1550.83,43474.95,727.43,Broker,Ambato,Vencida
POL-00305,ASG-00359,Salud,2024-12-30,2025-12-30,470.47,27875.46,828.86,Agente,Manta,Activa
POL-00306,ASG-00200,Vehiculos,2024-10-10,2025-10-10,1667.43,42046.5,577.33,Directo,Quito,Activa
POL-00307,ASG-00033,Hogar,2025-08-16,2026-08-16,677.01,8601.79,230.2,Directo,Ambato,Vencida
POL-00308,ASG-00315,Generales,2025-07-26,2026-07-26,787.0,48358.84,245.97,Broker,Loja,Cancelada
POL-00309,ASG-00254,Vida,2024-12-16,2025-12-16,318.21,43275.54,944.61,Digital,Quito,Activa
POL-00310,ASG-00018,Generales,2025-07-14,2026-07-14,1167.93,36430.24,692.15,Agente,Manta,Vencida
POL-00311,ASG-00123,Vehiculos,2026-03-17,2027-03-17,1958.6,8907.93,420.75,Directo,Cuenca,Vencida
POL-00312,ASG-00343,Vida,2026-04-10,2027-04-10,989.27,14013.97,212.29,Agente,Loja,Activa
POL-00313,ASG-00282,Hogar,2026-01-25,2027-01-25,1534.44,30160.12,666.35,Digital,Guayaquil,Vencida
POL-00314,ASG-00116,Generales,2026-05-15,2027-05-15,1937.2,25464.16,523.17,Agente,Cuenca,Vencida
POL-00315,ASG-00090,Vida,2025-04-25,2026-04-25,1160.6,30138.38,602.54,Digital,Manta,Activa
POL-00316,ASG-00263,Hogar,2025-05-31,2026-05-31,1789.39,41591.63,659.92,Directo,Cuenca,Vencida
POL-00317,ASG-00289,Vida,2025-11-07,2026-11-07,1608.94,39086.3,968.99,Directo,Ambato,Cancelada
POL-00318,ASG-00236,Generales,2025-06-18,2026-06-18,1765.44,26688.66,406.26,Directo,Cuenca,Cancelada
POL-00319,ASG-00113,Salud,2024-08-23,2025-08-23,1660.27,23559.17,482.48,Agente,Guayaquil,Cancelada
POL-00320,ASG-00135,Salud,2026-05-06,2027-05-06,788.39,22951.88,799.03,Digital,Manta,Activa
POL-00321,ASG-00284,Salud,2025-03-19,2026-03-19,1110.14,20909.21,915.45,Digital,Guayaquil,Activa
POL-00322,ASG-00383,Salud,2024-09-27,2025-09-27,1148.3,13984.99,788.34,Digital,Quito,Activa
POL-00323,ASG-00118,Salud,2024-11-15,2025-11-15,1719.4,42635.06,484.82,Agente,Cuenca,Activa
POL-00324,ASG-00041,Vida,2025-08-24,2026-08-24,1343.51,39390.99,633.18,Agente,Guayaquil,Vencida
POL-00325,ASG-00191,Generales,2024-06-25,2025-06-25,836.21,45415.45,904.79,Digital,Ambato,Vencida
POL-00326,ASG-00094,Generales,2026-03-12,2027-03-12,776.45,14994.18,661.33,Agente,Guayaquil,Cancelada
POL-00327,ASG-00217,Vida,2025-02-19,2026-02-19,1897.41,6465.32,477.83,Broker,Guayaquil,Vencida
POL-00328,ASG-00062,Generales,2024-09-19,2025-09-19,1082.12,36014.47,209.46,Broker,Cuenca,Vencida
POL-00329,ASG-00298,Vehiculos,2026-01-06,2027-01-06,853.24,32575.01,407.76,Digital,Cuenca,Activa
POL-00330,ASG-00138,Vida,2025-11-22,2026-11-22,1929.5,20439.34,347.13,Directo,Manta,Activa
POL-00331,ASG-00215,Hogar,2026-03-30,2027-03-30,920.63,23026.67,560.58,Broker,Manta,Cancelada
POL-00332,ASG-00352,Salud,2026-04-05,2027-04-05,1684.12,37436.7,843.27,Directo,Guayaquil,Vencida
POL-00333,ASG-00101,Salud,2024-08-18,2025-08-18,1660.06,38234.39,578.39,Agente,Guayaquil,Activa
POL-00334,ASG-00216,Vida,2025-11-08,2026-11-08,528.6,45197.17,704.52,Digital,Ambato,Vencida
POL-00335,ASG-00154,Hogar,2025-10-04,2026-10-04,1255.64,30552.55,518.72,Broker,Ambato,Activa
POL-00336,ASG-00111,Hogar,2025-10-07,2026-10-07,1110.12,33343.8,559.88,Digital,Loja,Vencida
POL-00337,ASG-00185,Hogar,2025-11-11,2026-11-11,1252.6,46933.01,406.17,Agente,Loja,Vencida
POL-00338,ASG-00063,Hogar,2026-03-16,2027-03-16,1774.53,48340.25,359.17,Broker,Cuenca,Vencida
POL-00339,ASG-00182,Hogar,2026-05-17,2027-05-17,1444.43,26937.22,789.22,Agente,Loja,Vencida
POL-00340,ASG-00315,Hogar,2024-07-03,2025-07-03,1088.38,48046.75,894.61,Digital,Loja,Vencida
POL-00341,ASG-00324,Generales,2024-06-25,2025-06-25,1271.78,43200.53,257.08,Broker,Loja,Vencida
POL-00342,ASG-00117,Hogar,2025-05-08,2026-05-08,838.69,18111.04,413.98,Directo,Cuenca,Vencida
POL-00343,ASG-00228,Hogar,2025-11-10,2026-11-10,1571.42,28442.11,560.23,Broker,Guayaquil,Activa
POL-00344,ASG-00012,Salud,2024-06-01,2025-06-01,1537.21,34791.01,952.35,Agente,Loja,Activa
POL-00345,ASG-00086,Vida,2025-02-20,2026-02-20,475.12,7870.66,902.95,Agente,Guayaquil,Activa
POL-00346,ASG-00395,Vida,2025-06-19,2026-06-19,1190.77,49820.62,283.14,Broker,Ambato,Activa
POL-00347,ASG-00336,Vida,2025-01-21,2026-01-21,825.93,16132.84,427.34,Broker,Cuenca,Activa
POL-00348,ASG-00270,Salud,2025-08-19,2026-08-19,348.57,34859.71,888.3,Digital,Guayaquil,Vencida
POL-00349,ASG-00240,Generales,2025-08-01,2026-08-01,1889.26,29684.54,308.09,Broker,Quito,Cancelada
POL-00350,ASG-00306,Vida,2024-10-31,2025-10-31,1372.78,33613.3,651.19,Digital,Cuenca,Vencida
POL-00351,ASG-00247,Generales,2025-07-08,2026-07-08,686.12,9029.93,446.29,Directo,Manta,Vencida
POL-00352,ASG-00080,Hogar,2026-04-04,2027-04-04,317.94,28549.23,806.63,Broker,Guayaquil,Vencida
POL-00353,ASG-00147,Vida,2025-03-30,2026-03-30,1209.67,35949.65,593.55,Directo,Loja,Vencida
POL-00354,ASG-00005,Vida,2024-11-23,2025-11-23,1656.54,31865.17,837.41,Digital,Quito,Activa
POL-00355,ASG-00211,Generales,2025-08-19,2026-08-19,1043.08,16245.33,771.95,Directo,Manta,Vencida
POL-00356,ASG-00113,Hogar,2025-02-12,2026-02-12,434.66,33139.54,613.29,Digital,Guayaquil,Vencida
POL-00357,ASG-00333,Generales,2025-07-24,2026-07-24,1674.97,23580.67,882.79,Broker,Guayaquil,Activa
POL-00358,ASG-00149,Vehiculos,2025-04-20,2026-04-20,1382.72,32797.82,417.71,Directo,Ambato,Activa
POL-00359,ASG-00165,Vehiculos,2024-12-24,2025-12-24,558.65,48637.23,217.7,Agente,Guayaquil,Vencida
POL-00360,ASG-00138,Salud,2024-05-31,2025-05-31,1515.83,37719.82,386.25,Broker,Manta,Activa
POL-00361,ASG-00253,Salud,2025-10-30,2026-10-30,881.25,19020.95,839.57,Digital,Quito,Vencida
POL-00362,ASG-00357,Vehiculos,2025-01-04,2026-01-04,861.42,42959.58,961.32,Agente,Guayaquil,Vencida
POL-00363,ASG-00398,Vida,2024-10-29,2025-10-29,421.35,26156.6,353.75,Digital,Manta,Vencida
POL-00364,ASG-00007,Vehiculos,2025-02-08,2026-02-08,1956.82,37160.71,507.84,Directo,Guayaquil,Activa
POL-00365,ASG-00378,Vehiculos,2025-05-18,2026-05-18,638.61,38089.53,275.17,Broker,Guayaquil,Vencida
POL-00366,ASG-00200,Hogar,2025-11-29,2026-11-29,1891.57,12137.51,782.59,Agente,Quito,Vencida
POL-00367,ASG-00247,Hogar,2025-10-28,2026-10-28,637.83,44938.38,890.93,Broker,Manta,Activa
POL-00368,ASG-00121,Vida,2024-09-04,2025-09-04,851.67,12531.22,420.88,Agente,Quito,Vencida
POL-00369,ASG-00125,Vehiculos,2025-10-01,2026-10-01,1947.02,31148.47,752.6,Broker,Guayaquil,Vencida
POL-00370,ASG-00395,Vehiculos,2026-05-25,2027-05-25,722.83,27496.36,748.76,Digital,Ambato,Cancelada
POL-00371,ASG-00031,Vehiculos,2024-11-07,2025-11-07,904.38,11926.33,629.08,Agente,Loja,Activa
POL-00372,ASG-00250,Salud,2024-06-30,2025-06-30,838.46,30125.77,715.72,Digital,Manta,Vencida
POL-00373,ASG-00376,Salud,2025-05-29,2026-05-29,336.3,21999.6,779.52,Digital,Quito,Activa
POL-00374,ASG-00249,Vida,2026-03-13,2027-03-13,1250.34,29423.03,592.07,Broker,Guayaquil,Cancelada
POL-00375,ASG-00179,Hogar,2025-10-22,2026-10-22,1545.08,17389.6,865.08,Broker,Cuenca,Activa
POL-00376,ASG-00272,Salud,2026-05-02,2027-05-02,1063.95,41873.83,633.28,Directo,Manta,Activa
POL-00377,ASG-00398,Generales,2025-09-12,2026-09-12,944.37,13349.04,214.98,Digital,Manta,Cancelada
POL-00378,ASG-00123,Hogar,2025-06-17,2026-06-17,1525.71,34623.02,631.17,Directo,Cuenca,Activa
POL-00379,ASG-00269,Vida,2025-03-30,2026-03-30,1601.75,11935.92,426.5,Directo,Manta,Cancelada
POL-00380,ASG-00165,Vehiculos,2025-03-18,2026-03-18,463.64,34650.1,235.02,Broker,Guayaquil,Activa
POL-00381,ASG-00017,Salud,2025-01-21,2026-01-21,481.99,13622.75,225.45,Directo,Loja,Cancelada
POL-00382,ASG-00251,Generales,2024-09-04,2025-09-04,1360.75,31563.54,239.27,Broker,Guayaquil,Cancelada
POL-00383,ASG-00368,Vehiculos,2025-07-15,2026-07-15,322.25,46446.58,724.6,Agente,Loja,Vencida
POL-00384,ASG-00328,Vehiculos,2025-11-06,2026-11-06,913.57,38456.48,912.34,Digital,Ambato,Cancelada
POL-00385,ASG-00030,Generales,2024-11-19,2025-11-19,751.89,6829.39,256.31,Digital,Cuenca,Activa
POL-00386,ASG-00111,Generales,2024-07-23,2025-07-23,465.1,37632.74,625.33,Broker,Loja,Activa
POL-00387,ASG-00270,Salud,2024-08-12,2025-08-12,1269.05,47637.65,646.74,Directo,Guayaquil,Cancelada
POL-00388,ASG-00055,Generales,2025-09-20,2026-09-20,908.54,25642.43,732.19,Agente,Guayaquil,Activa
POL-00389,ASG-00093,Generales,2024-10-15,2025-10-15,982.65,20188.08,326.54,Directo,Cuenca,Vencida
POL-00390,ASG-00162,Generales,2024-08-25,2025-08-25,1985.49,19609.43,497.38,Directo,Manta,Cancelada
POL-00391,ASG-00166,Generales,2025-08-13,2026-08-13,709.23,29553.18,500.05,Digital,Loja,Vencida
POL-00392,ASG-00232,Vida,2024-09-15,2025-09-15,1931.7,5008.8,227.73,Digital,Quito,Cancelada
POL-00393,ASG-00009,Generales,2025-01-06,2026-01-06,529.65,45064.61,205.26,Broker,Guayaquil,Activa
POL-00394,ASG-00162,Vehiculos,2024-07-24,2025-07-24,1611.59,47450.66,857.87,Broker,Manta,Activa
POL-00395,ASG-00020,Vida,2025-10-17,2026-10-17,904.61,11228.37,493.67,Broker,Ambato,Activa
POL-00396,ASG-00132,Hogar,2024-08-12,2025-08-12,456.24,22990.92,934.31,Agente,Manta,Cancelada
POL-00397,ASG-00167,Vida,2026-05-21,2027-05-21,593.93,42156.74,751.68,Agente,Quito,Cancelada
POL-00398,ASG-00329,Hogar,2026-04-25,2027-04-25,363.53,41375.35,505.24,Agente,Ambato,Vencida
POL-00399,ASG-00179,Vida,2024-07-30,2025-07-30,1008.09,44052.4,895.83,Broker,Cuenca,Cancelada
POL-00400,ASG-00335,Generales,2025-02-12,2026-02-12,1878.71,33524.92,705.75,Agente,Cuenca,Vencida
POL-00401,ASG-00269,Vehiculos,2025-04-27,2026-04-27,842.84,30421.08,461.47,Broker,Manta,Activa
POL-00402,ASG-00026,Vida,2025-12-15,2026-12-15,1950.77,38877.81,660.2,Agente,Guayaquil,Activa
POL-00403,ASG-00222,Hogar,2025-12-28,2026-12-28,1636.83,11660.56,468.93,Directo,Ambato,Cancelada
POL-00404,ASG-00382,Vehiculos,2024-08-19,2025-08-19,1231.86,16815.11,518.82,Directo,Loja,Cancelada
POL-00405,ASG-00067,Salud,2025-06-26,2026-06-26,1117.57,13914.88,516.26,Broker,Cuenca,Cancelada
POL-00406,ASG-00316,Generales,2025-08-02,2026-08-02,718.62,8223.98,821.42,Digital,Ambato,Cancelada
POL-00407,ASG-00295,Vehiculos,2025-12-24,2026-12-24,491.3,23611.19,492.21,Broker,Loja,Vencida
POL-00408,ASG-00177,Generales,2025-06-12,2026-06-12,1414.2,39635.66,335.4,Digital,Ambato,Cancelada
POL-00409,ASG-00227,Generales,2026-05-23,2027-05-23,547.89,7019.49,854.54,Broker,Cuenca,Cancelada
POL-00410,ASG-00192,Salud,2025-04-21,2026-04-21,1588.15,43374.39,289.9,Agente,Loja,Activa
POL-00411,ASG-00318,Salud,2025-08-22,2026-08-22,1776.88,41906.03,210.99,Agente,Quito,Vencida
POL-00412,ASG-00231,Vida,2026-01-03,2027-01-03,338.67,14405.43,630.4,Broker,Guayaquil,Cancelada
POL-00413,ASG-00268,Hogar,2025-01-19,2026-01-19,1232.96,33036.89,993.84,Agente,Manta,Vencida
POL-00414,ASG-00299,Generales,2025-09-27,2026-09-27,373.92,12664.38,427.21,Digital,Cuenca,Activa
POL-00415,ASG-00239,Vehiculos,2024-09-04,2025-09-04,413.22,34716.78,730.39,Digital,Cuenca,Activa
POL-00416,ASG-00010,Hogar,2025-04-15,2026-04-15,1774.6,34223.5,384.93,Directo,Cuenca,Cancelada
POL-00417,ASG-00364,Vehiculos,2025-09-02,2026-09-02,1836.58,26809.8,677.69,Agente,Quito,Activa
POL-00418,ASG-00102,Generales,2024-11-27,2025-11-27,1943.55,30230.94,769.98,Agente,Loja,Activa
POL-00419,ASG-00272,Hogar,2024-07-21,2025-07-21,867.07,22702.99,325.6,Digital,Manta,Cancelada
POL-00420,ASG-00181,Hogar,2026-05-12,2027-05-12,1362.89,15629.21,982.6,Digital,Manta,Activa
POL-00421,ASG-00321,Hogar,2024-10-07,2025-10-07,1793.75,45068.09,851.89,Agente,Ambato,Cancelada
POL-00422,ASG-00144,Salud,2025-05-15,2026-05-15,557.9,45372.89,725.55,Agente,Manta,Cancelada
POL-00423,ASG-00196,Generales,2025-01-21,2026-01-21,1933.03,32560.18,700.42,Broker,Guayaquil,Vencida
POL-00424,ASG-00124,Generales,2025-03-04,2026-03-04,559.67,48674.17,927.79,Digital,Quito,Vencida
POL-00425,ASG-00278,Salud,2025-07-12,2026-07-12,651.49,11235.94,633.08,Broker,Manta,Activa
POL-00426,ASG-00159,Generales,2025-10-13,2026-10-13,1846.26,24352.89,927.2,Broker,Quito,Cancelada
POL-00427,ASG-00290,Salud,2025-05-23,2026-05-23,839.74,30080.31,958.88,Agente,Loja,Activa
POL-00428,ASG-00163,Salud,2024-07-17,2025-07-17,1536.04,39444.58,904.11,Directo,Cuenca,Vencida
POL-00429,ASG-00156,Vida,2025-01-07,2026-01-07,1567.54,41976.43,709.48,Digital,Manta,Activa
POL-00430,ASG-00399,Salud,2026-03-05,2027-03-05,481.51,13313.59,809.96,Digital,Guayaquil,Cancelada
POL-00431,ASG-00291,Generales,2025-03-13,2026-03-13,692.55,15448.21,749.9,Digital,Loja,Activa
POL-00432,ASG-00353,Vida,2026-05-13,2027-05-13,527.95,43076.22,575.01,Digital,Manta,Activa
POL-00433,ASG-00199,Vida,2026-01-09,2027-01-09,1105.54,12370.39,381.02,Directo,Guayaquil,Activa
POL-00434,ASG-00139,Vida,2024-12-22,2025-12-22,678.34,35210.26,362.27,Broker,Cuenca,Activa
POL-00435,ASG-00091,Vida,2024-06-17,2025-06-17,1774.12,27047.43,459.92,Directo,Quito,Activa
POL-00436,ASG-00219,Vida,2024-07-13,2025-07-13,1619.57,32356.85,859.46,Digital,Ambato,Vencida
POL-00437,ASG-00314,Generales,2024-10-14,2025-10-14,1309.47,28635.37,900.63,Agente,Guayaquil,Cancelada
POL-00438,ASG-00056,Vida,2024-11-23,2025-11-23,1076.73,44499.51,902.22,Broker,Ambato,Cancelada
POL-00439,ASG-00276,Vida,2025-04-23,2026-04-23,1972.51,6766.32,509.92,Agente,Cuenca,Activa
POL-00440,ASG-00150,Vida,2025-01-25,2026-01-25,976.67,18704.94,862.1,Directo,Loja,Activa
POL-00441,ASG-00217,Hogar,2025-06-02,2026-06-02,1342.33,7454.6,613.58,Broker,Guayaquil,Vencida
POL-00442,ASG-00331,Vida,2026-03-25,2027-03-25,453.75,27529.6,343.82,Broker,Guayaquil,Vencida
POL-00443,ASG-00212,Hogar,2025-03-21,2026-03-21,1066.51,13049.54,672.25,Broker,Manta,Vencida
POL-00444,ASG-00047,Hogar,2026-05-08,2027-05-08,850.93,34185.94,769.18,Broker,Manta,Cancelada
POL-00445,ASG-00376,Vehiculos,2025-04-17,2026-04-17,455.03,36780.2,707.26,Agente,Quito,Cancelada
POL-00446,ASG-00363,Vida,2024-11-10,2025-11-10,1535.69,48883.61,689.66,Broker,Guayaquil,Vencida
POL-00447,ASG-00282,Vida,2024-06-11,2025-06-11,374.64,12689.82,468.15,Broker,Guayaquil,Activa
POL-00448,ASG-00075,Salud,2025-01-25,2026-01-25,1607.57,7308.97,446.45,Directo,Ambato,Vencida
POL-00449,ASG-00321,Salud,2025-01-30,2026-01-30,499.84,10920.7,362.28,Digital,Ambato,Activa
POL-00450,ASG-00235,Vida,2025-02-01,2026-02-01,1754.2,29457.55,204.6,Directo,Loja,Activa
POL-00451,ASG-00112,Generales,2026-03-29,2027-03-29,1421.1,25418.23,553.5,Agente,Cuenca,Activa
POL-00452,ASG-00281,Hogar,2024-10-22,2025-10-22,1353.6,30089.69,860.2,Agente,Guayaquil,Activa
POL-00453,ASG-00076,Vehiculos,2026-02-12,2027-02-12,1410.57,6652.45,883.06,Digital,Quito,Vencida
POL-00454,ASG-00045,Vehiculos,2024-05-31,2025-05-31,485.11,49718.08,329.07,Digital,Ambato,Cancelada
POL-00455,ASG-00339,Generales,2024-11-16,2025-11-16,1272.88,30297.97,973.03,Digital,Cuenca,Activa
POL-00456,ASG-00048,Hogar,2026-03-01,2027-03-01,848.8,45388.84,856.21,Directo,Cuenca,Cancelada
POL-00457,ASG-00034,Hogar,2024-11-27,2025-11-27,1100.39,10491.05,887.53,Digital,Guayaquil,Cancelada
POL-00458,ASG-00212,Generales,2025-08-18,2026-08-18,656.74,14407.29,246.55,Agente,Manta,Vencida
POL-00459,ASG-00371,Generales,2024-10-21,2025-10-21,1887.62,49382.53,429.75,Digital,Ambato,Vencida
POL-00460,ASG-00270,Generales,2025-08-06,2026-08-06,1991.54,20923.4,303.77,Directo,Guayaquil,Cancelada
POL-00461,ASG-00374,Vida,2024-08-21,2025-08-21,1137.26,13095.83,687.52,Digital,Ambato,Activa
POL-00462,ASG-00001,Vehiculos,2026-05-17,2027-05-17,340.78,33145.73,294.34,Broker,Guayaquil,Cancelada
POL-00463,ASG-00213,Vida,2025-12-15,2026-12-15,377.34,20734.25,844.83,Broker,Quito,Activa
POL-00464,ASG-00328,Salud,2024-07-04,2025-07-04,1473.03,16448.79,254.27,Digital,Ambato,Cancelada
POL-00465,ASG-00282,Hogar,2025-08-03,2026-08-03,1603.96,10122.65,466.63,Directo,Guayaquil,Cancelada
POL-00466,ASG-00292,Generales,2025-01-30,2026-01-30,1932.19,42441.92,355.21,Digital,Loja,Cancelada
POL-00467,ASG-00246,Vida,2025-05-01,2026-05-01,1655.33,34054.35,585.2,Directo,Loja,Cancelada
