id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,id_proveedor,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,ciudad,suma_asegurada,etiqueta_fraude_simulada,score,nivel_riesgo,alertas,anomalia_score,es_anomalia
SIN-00210,POL-00508,ASG-00085,Vehiculos,Dano parcial,2026-07-12,2026-07-15,6278.56,5887.58,5536.55,Negativa,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Central,P005,346,19,3,0,Quito,27124.16,0,0,VERDE,Sin alertas detectadas,0.02395671563791557,0
SIN-00211,POL-00511,ASG-00229,Vehiculos,Robo,2025-07-05,2025-07-10,48274.87,43881.99,0.0,Reserva,Sur,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,9,356,5,5,Manta,49130.18,1,46,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 98% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.05115118213884995,1
SIN-00212,POL-00466,ASG-00170,Vida,Choque,2026-01-27,2026-01-28,1676.97,1617.11,1313.36,Reserva,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica del Sur,P006,251,114,1,1,Guayaquil,32889.11,0,0,VERDE,Sin alertas detectadas,0.0337932517954439,0
SIN-00213,POL-00169,ASG-00253,Hogar,Dano parcial,2024-11-04,2024-11-07,27293.49,28034.37,20015.14,Cierre Sin Consecuencia,Oeste,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,23,342,3,2,Quito,37258.53,0,18,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Proveedor en lista restrictiva (+10 pts),0.07978109767167924,0
SIN-00214,POL-00127,ASG-00396,Vida,Choque,2026-08-07,2026-08-10,10935.66,11018.17,8286.71,Pago Total,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Norte,P003,156,209,3,0,Ambato,25582.45,0,0,VERDE,Sin alertas detectadas,0.06668371954189461,0
SIN-00215,POL-00397,ASG-00337,Vida,Dano parcial,2025-02-08,2025-02-10,10243.04,9585.99,7093.74,Negativa,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Grua Rapida,P007,91,274,2,1,Loja,44721.31,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.07422827117060976,0
SIN-00216,POL-00525,ASG-00154,Salud,Robo,2026-04-03,2026-04-05,13774.09,13101.47,11899.98,Pago Parcial,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,157,208,2,0,Ambato,29651.27,0,0,VERDE,Sin alertas detectadas,0.06970108311346856,0
SIN-00217,POL-00361,ASG-00288,Generales,Atencion medica,2025-12-25,2025-12-25,1882.83,1884.86,1432.44,Pago Total,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Grua Rapida,P007,285,80,0,0,Manta,30678.72,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.007480977005705269,0
SIN-00218,POL-00257,ASG-00075,Hogar,Incendio,2026-09-04,2026-09-05,13856.57,12072.93,11291.72,Cierre Sin Consecuencia,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller El Veloz,P001,221,144,1,1,Guayaquil,36076.77,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.06456981400985207,0
SIN-00219,POL-00049,ASG-00196,Generales,Choque,2025-06-14,2025-06-15,15821.12,16983.12,15478.22,Cierre Sin Consecuencia,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica del Sur,P006,245,120,1,0,Guayaquil,48051.59,0,0,VERDE,Sin alertas detectadas,0.0233562214704629,0
SIN-00220,POL-00560,ASG-00379,Vida,Robo,2024-08-11,2024-08-24,36410.48,30886.23,0.0,Pago Parcial,Norte,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller El Veloz,P001,3,362,13,4,Loja,39926.6,1,43,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.0119845970444451,1
SIN-00221,POL-00339,ASG-00239,Generales,Choque,2025-11-22,2025-11-24,3239.84,2662.71,2429.2,Liquidado,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica del Sur,P006,115,250,2,1,Loja,11966.26,0,0,VERDE,Sin alertas detectadas,0.09132444977555015,0
SIN-00222,POL-00189,ASG-00267,Vehiculos,Atencion medica,2025-01-11,2025-01-13,5517.98,5987.52,5301.85,Negativa,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Grua Rapida,P007,27,338,2,0,Quito,27731.32,0,14,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Proveedor en lista restrictiva (+10 pts),0.07342794685830017,0
SIN-00223,POL-00010,ASG-00059,Vehiculos,Responsabilidad Civil,2025-03-17,2025-03-22,16897.39,16125.06,13748.56,Negativa,Norte,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Peritajes Express,P004,14,351,5,3,Cuenca,25055.03,0,19,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts),0.09324892912403715,0
SIN-00224,POL-00304,ASG-00334,Generales,Dano parcial,2025-07-19,2025-07-20,9890.27,10391.7,7915.09,Cierre Sin Consecuencia,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Norte,P003,85,280,1,1,Guayaquil,28125.26,0,0,VERDE,Sin alertas detectadas,0.0924286176962541,0
SIN-00225,POL-00074,ASG-00383,Vehiculos,Choque,2026-01-31,2026-02-06,3765.3,3450.56,3067.77,Negativa,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller El Veloz,P001,19,346,6,3,Guayaquil,6068.88,0,25,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts),0.022768150029938483,0
SIN-00226,POL-00018,ASG-00200,Generales,Choque,2026-06-01,2026-06-03,13592.61,14082.86,11131.17,Reserva,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica San Marcos,P002,251,114,2,1,Loja,29067.55,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.05905698039587426,0
SIN-00227,POL-00449,ASG-00196,Salud,Responsabilidad Civil,2025-01-31,2025-02-02,16743.18,16796.54,16364.04,Cierre Sin Consecuencia,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,122,243,2,1,Manta,34732.54,0,0,VERDE,Sin alertas detectadas,0.08302169503645379,0
SIN-00228,POL-00012,ASG-00284,Generales,Dano parcial,2024-12-03,2024-12-06,8176.76,7083.01,6731.87,Pago Total,Norte,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,True,Grua Rapida,P007,22,343,3,2,Guayaquil,11361.82,0,18,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Proveedor en lista restrictiva (+10 pts),0.07847926980493114,0
SIN-00229,POL-00186,ASG-00344,Generales,Choque,2025-04-23,2025-04-25,4083.31,4432.28,3577.48,Cierre Sin Consecuencia,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,190,175,2,1,Cuenca,43351.3,0,0,VERDE,Sin alertas detectadas,0.059711280377993836,0
SIN-00230,POL-00103,ASG-00146,Hogar,Dano parcial,2025-10-28,2025-10-31,34766.54,29572.14,23479.23,Pago Total,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,False,Taller Premium,P008,29,336,3,3,Loja,45505.34,0,16,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts),0.02327675208377422,0
SIN-00231,POL-00284,ASG-00185,Vida,Atencion medica,2026-10-15,2026-10-15,4903.58,5161.2,4942.44,Pago Total,Oeste,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,315,50,0,0,Cuenca,37983.78,0,0,VERDE,Sin alertas detectadas,-0.0026534281343690846,1
SIN-00232,POL-00202,ASG-00135,Generales,Responsabilidad Civil,2025-11-11,2025-11-14,13151.0,12697.0,10958.03,Liquidado,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller El Veloz,P001,326,39,3,0,Guayaquil,33197.85,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.017227177857773612,0
SIN-00233,POL-00153,ASG-00188,Salud,Incendio,2024-11-06,2024-11-09,9642.79,10167.31,9577.22,Liquidado,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Central,P005,120,245,3,0,Ambato,45114.69,0,0,VERDE,Sin alertas detectadas,0.05405828740187946,0
SIN-00234,POL-00527,ASG-00072,Vida,Atencion medica,2026-06-13,2026-06-16,8075.03,8079.68,6911.08,Pago Parcial,Este,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller Norte,P003,26,339,3,2,Guayaquil,13061.53,0,12,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts),0.08227724309863221,0
SIN-00235,POL-00481,ASG-00233,Generales,Responsabilidad Civil,2025-08-23,2025-08-25,2109.28,1925.77,1566.72,Liquidado,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica San Marcos,P002,200,165,2,0,Cuenca,6795.71,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.041348122410640786,0
SIN-00236,POL-00530,ASG-00129,Hogar,Incendio,2026-06-26,2026-06-26,12640.01,10739.99,7766.37,Cierre Sin Consecuencia,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica del Sur,P006,116,249,0,1,Manta,45825.91,0,0,VERDE,Sin alertas detectadas,0.043144820166519215,0
SIN-00237,POL-00217,ASG-00077,Salud,Incendio,2027-01-15,2027-01-18,7537.08,7365.52,6586.08,Negativa,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica San Marcos,P002,262,103,3,0,Cuenca,21300.03,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.05528146495231612,0
SIN-00238,POL-00250,ASG-00023,Generales,Robo,2025-08-15,2025-08-21,27790.14,24037.86,21200.38,Negativa,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller El Veloz,P001,16,349,6,2,Guayaquil,31655.64,0,29,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),0.07600727097372639,0
SIN-00239,POL-00175,ASG-00113,Generales,Responsabilidad Civil,2025-07-17,2025-07-22,24765.0,22675.79,16611.63,Pago Total,Oeste,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,True,Taller Norte,P003,21,344,5,3,Ambato,32037.74,0,15,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts),0.08965108237455327,0
SIN-00240,POL-00517,ASG-00351,Generales,Dano parcial,2026-08-12,2026-08-12,1078.43,1152.94,1075.07,Cierre Sin Consecuencia,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Premium,P008,124,241,0,0,Guayaquil,11730.25,0,0,VERDE,Sin alertas detectadas,0.03130137719224091,0
SIN-00241,POL-00535,ASG-00216,Vida,Incendio,2026-09-28,2026-09-28,1679.36,1729.33,1682.68,Reserva,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Peritajes Express,P004,343,22,0,1,Cuenca,6954.72,0,0,VERDE,Sin alertas detectadas,-0.024795087670063887,1
SIN-00242,POL-00557,ASG-00210,Generales,Dano parcial,2026-06-03,2026-06-06,1807.53,1642.47,1225.99,Cierre Sin Consecuencia,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller El Veloz,P001,234,131,3,1,Guayaquil,5246.13,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.01721795792216463,0
SIN-00243,POL-00260,ASG-00134,Vida,Robo,2025-05-07,2025-05-10,3138.03,2749.33,2177.46,Pago Parcial,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Central,P005,160,205,3,1,Manta,24060.27,0,8,VERDE,Robo reportado con mas de 48 horas de demora (+8 pts),0.07503814448336149,0
SIN-00244,POL-00142,ASG-00338,Vehiculos,Robo,2024-11-12,2024-11-14,6295.17,5339.7,5282.94,Reserva,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Norte,P003,88,277,2,0,Ambato,15339.71,0,0,VERDE,Sin alertas detectadas,0.07920580087289802,0
SIN-00245,POL-00149,ASG-00242,Hogar,Robo,2024-10-01,2024-10-12,23642.64,22027.65,0.0,Pago Total,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,7,358,11,6,Ambato,24591.98,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 96% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.02459420257407463,1
SIN-00246,POL-00293,ASG-00100,Generales,Robo,2025-05-29,2025-06-13,28781.27,28807.13,0.0,Negativa,Oeste,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller El Veloz,P001,4,361,15,5,Loja,31978.17,1,43,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.05318787389292989,1
SIN-00247,POL-00206,ASG-00266,Generales,Dano parcial,2025-04-11,2025-04-14,28444.81,27661.78,21530.06,Negativa,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Central,P005,19,346,3,3,Cuenca,36662.99,0,12,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts),0.07131035752829806,0
SIN-00248,POL-00110,ASG-00287,Generales,Dano parcial,2025-05-14,2025-05-17,5534.89,6024.02,5046.05,Negativa,Oeste,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Central,P005,268,97,3,1,Cuenca,18241.33,0,0,VERDE,Sin alertas detectadas,0.05866627081009573,0
SIN-00249,POL-00029,ASG-00247,Salud,Atencion medica,2025-11-12,2025-11-12,2937.54,2603.21,2133.8,Cierre Sin Consecuencia,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Peritajes Express,P004,92,273,0,0,Manta,8039.94,0,0,VERDE,Sin alertas detectadas,0.03612189003363553,0
SIN-00250,POL-00078,ASG-00284,Salud,Responsabilidad Civil,2026-09-10,2026-09-11,7260.47,7410.24,7127.34,Pago Total,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Central,P005,243,122,1,0,Loja,26445.0,0,0,VERDE,Sin alertas detectadas,0.06309341790302514,0
SIN-00251,POL-00208,ASG-00128,Vehiculos,Responsabilidad Civil,2026-02-12,2026-02-12,8280.47,8730.95,7083.93,Pago Parcial,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica San Marcos,P002,233,132,0,0,Loja,21021.23,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.04997779328380475,0
SIN-00252,POL-00589,ASG-00141,Vida,Robo,2024-10-10,2024-10-21,46725.99,43789.67,0.0,Reserva,Oeste,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,9,356,11,4,Ambato,49297.76,1,43,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.05622414759658989,1
SIN-00253,POL-00472,ASG-00162,Hogar,Atencion medica,2026-04-01,2026-04-02,1642.16,1545.94,1366.5,Pago Parcial,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,255,110,1,1,Ambato,5531.9,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.030998568307573304,0
SIN-00254,POL-00511,ASG-00218,Hogar,Incendio,2025-12-08,2025-12-09,15211.44,14703.41,14069.58,Pago Total,Sur,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Grua Rapida,P007,80,285,1,0,Quito,36532.07,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.06538509403395032,0
SIN-00255,POL-00154,ASG-00243,Vida,Atencion medica,2025-05-11,2025-05-11,2968.57,2566.74,1992.53,Cierre Sin Consecuencia,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica del Sur,P006,323,42,0,0,Cuenca,12947.33,0,0,VERDE,Sin alertas detectadas,0.0003938903538300842,0
SIN-00256,POL-00461,ASG-00382,Hogar,Robo,2024-06-21,2024-06-29,20344.39,20384.22,0.0,Negativa,Este,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Grua Rapida,P007,10,355,8,5,Manta,21243.29,1,48,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Monto reclamado es el 96% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),0.024057848199736,0
SIN-00257,POL-00081,ASG-00196,Hogar,Incendio,2025-12-18,2025-12-21,11175.48,9483.51,7287.75,Pago Parcial,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,53,312,3,0,Loja,25868.84,0,0,VERDE,Sin alertas detectadas,0.07082176086732261,0
SIN-00258,POL-00274,ASG-00310,Generales,Dano parcial,2026-05-08,2026-05-09,7474.28,7463.87,7330.5,Cierre Sin Consecuencia,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica del Sur,P006,196,169,1,0,Manta,17206.16,0,0,VERDE,Sin alertas detectadas,0.06839330350854478,0
SIN-00259,POL-00216,ASG-00086,Generales,Choque,2026-10-20,2026-10-20,899.93,742.71,727.47,Negativa,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,293,72,0,0,Guayaquil,9299.92,0,0,VERDE,Sin alertas detectadas,-0.014783580159280163,1
SIN-00260,POL-00235,ASG-00127,Vehiculos,Choque,2024-11-18,2024-11-23,18344.66,15419.32,15181.03,Liquidado,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Taller Norte,P003,21,344,5,3,Loja,24942.22,0,19,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts),0.09175662774061327,0
SIN-00261,POL-00468,ASG-00324,Hogar,Incendio,2026-03-25,2026-03-30,30658.03,27318.51,19123.71,Pago Total,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,False,Taller Central,P005,13,352,5,2,Ambato,44478.22,0,15,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts),0.0626987100709831,0
SIN-00262,POL-00294,ASG-00241,Hogar,Choque,2027-03-15,2027-03-16,14687.06,12580.51,12135.77,Negativa,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,321,44,1,1,Manta,35949.65,0,0,VERDE,Sin alertas detectadas,0.027390182517161965,0
SIN-00263,POL-00256,ASG-00084,Hogar,Choque,2025-04-18,2025-04-20,6067.95,5606.0,5359.59,Pago Total,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Peritajes Express,P004,238,127,2,1,Manta,34069.59,0,0,VERDE,Sin alertas detectadas,0.07537012677559046,0
SIN-00264,POL-00297,ASG-00057,Salud,Atencion medica,2025-08-12,2025-08-14,21447.21,17962.29,14936.09,Reserva,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Premium,P008,28,337,2,3,Guayaquil,32797.82,0,12,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts),0.06449002974520124,0
SIN-00265,POL-00093,ASG-00078,Hogar,Incendio,2025-10-06,2025-10-08,1272.0,1119.3,915.28,Liquidado,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Premium,P008,290,75,2,0,Loja,14773.46,0,0,VERDE,Sin alertas detectadas,0.030287358314888713,0
SIN-00266,POL-00186,ASG-00099,Vehiculos,Responsabilidad Civil,2026-01-29,2026-02-01,13228.94,13501.41,9831.57,Cierre Sin Consecuencia,Sur,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,True,Taller El Veloz,P001,25,340,3,3,Quito,16253.58,0,22,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts),0.08409033420750589,0
SIN-00267,POL-00485,ASG-00200,Generales,Dano parcial,2025-01-14,2025-01-17,13417.6,11683.91,9700.55,Reserva,Sur,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,True,Taller El Veloz,P001,20,345,3,2,Guayaquil,19044.92,0,18,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Proveedor en lista restrictiva (+10 pts),0.09993077045134768,0
SIN-00268,POL-00283,ASG-00300,Generales,Responsabilidad Civil,2026-12-09,2026-12-10,8796.23,7453.13,5421.56,Liquidado,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller El Veloz,P001,209,156,1,0,Manta,40511.47,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.06631381148137155,0
SIN-00269,POL-00062,ASG-00031,Salud,Incendio,2024-07-08,2024-07-15,9772.94,9839.15,7944.62,Pago Total,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,28,337,7,2,Quito,11926.33,0,25,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts),0.05340713301279515,0
SIN-00270,POL-00041,ASG-00249,Salud,Dano parcial,2025-08-26,2025-08-28,11446.69,9393.87,7012.6,Pago Parcial,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Premium,P008,279,86,2,0,Quito,30156.12,0,0,VERDE,Sin alertas detectadas,0.05070154266929927,0
SIN-00271,POL-00555,ASG-00188,Vehiculos,Dano parcial,2024-11-11,2024-11-12,7756.23,6646.79,6015.13,Liquidado,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,89,276,1,1,Cuenca,39916.31,0,0,VERDE,Sin alertas detectadas,0.0736599102702013,0
SIN-00272,POL-00290,ASG-00166,Vehiculos,Robo,2026-12-24,2026-12-25,1913.53,1549.09,1382.6,Negativa,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,257,108,1,0,Quito,19491.08,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.05302379643790306,0
SIN-00273,POL-00539,ASG-00320,Vehiculos,Robo,2025-01-21,2025-01-21,4304.83,4164.52,4087.36,Negativa,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica San Marcos,P002,145,220,0,1,Loja,16517.23,0,10,VERDE,Proveedor en lista restrictiva (+10 pts),0.07006654151798364,0
SIN-00274,POL-00060,ASG-00316,Vehiculos,Robo,2024-06-24,2024-07-07,6409.61,6601.16,0.0,Liquidado,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller El Veloz,P001,4,361,13,3,Ambato,6829.39,1,43,ROJO,Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Robo reportado con mas de 48 horas de demora (+8 pts),-0.02309146501662973,1
SIN-00275,POL-00470,ASG-00360,Generales,Incendio,2025-08-29,2025-09-04,39786.78,38395.21,38358.93,Pago Parcial,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,False,Taller Norte,P003,16,349,6,3,Ambato,44727.08,0,19,VERDE,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts),0.04299171451163453,0
SIN-00276,POL-00441,ASG-00372,Generales,Responsabilidad Civil,2025-10-21,2025-10-26,13906.48,13610.67,11640.97,Pago Parcial,Norte,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,True,Grua Rapida,P007,25,340,5,3,Cuenca,15832.52,0,25,AMARILLO,Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts),0.07880985437168053,0
